Year,Country_Name,Country_Code,Current_GDP,GDP_growth_annual,GDP_per_capita,Land_area,Weighted_gdp
2019,Saudi Arabia,SAU,7.92967E+11,0.331435729,23139.79798,2149690,42.17501578
2020,Saudi Arabia,SAU,7.00118E+11,-4.106583413,20110.31619,2149690,19.52056988
2016,Senegal,SEN,19040312815,6.356068572,1269.903294,192530,27.75285393
2017,Senegal,SEN,20996564752,7.407486186,1361.701972,192530,32.10609595
2018,Senegal,SEN,23116699808,6.209241034,1458.069093,192530,27.4681069
2019,Senegal,SEN,23306213742,4.402406836,1430.148259,192530,20.19678168
2020,Senegal,SEN,24644234595,1.499763427,1471.830962,192530,8.65372895
2016,Serbia,SRB,40692643373,3.338586765,5765.200762,87460,22.66300153
2017,Serbia,SRB,44179055280,2.101163847,6292.543629,87460,18.55219145
2018,Serbia,SRB,50640650221,4.495121293,7252.401858,87460,29.65506772
2019,Serbia,SRB,51514222382,4.331734906,7417.203649,87460,29.26343739
2020,Serbia,SRB,53335016425,-0.944596516,7720.510572,87460,8.64039284
2016,Seychelles,SYC,1426651769,4.562623278,15068.62035,460,42.10978398
2017,Seychelles,SYC,1528242026,4.738360886,15945.26493,460,44.20077239
2018,Seychelles,SYC,1547690759,1.771183467,15994.81986,460,32.41054133
2019,Seychelles,SYC,1582841059,1.191005738,16213.48076,460,30.43605904
2020,Seychelles,SYC,1059886364,-10.77092148,10764.42042,460,-26.0393129
2016,Sierra Leone,SLE,3674794530,6.055474029,501.4151655,72180,25.13102676
2017,Sierra Leone,SLE,3719369107,4.192610074,496.6822949,72180,17.67212867
2018,Sierra Leone,SLE,4085114794,3.46460214,533.9915333,72180,14.81958337
2019,Sierra Leone,SLE,4076578543,5.254241203,521.7548367,72180,21.95875648
2020,Sierra Leone,SLE,4063289450,-1.96894782,509.376594,72180,-6.953612284
2016,Singapore,SGP,3.18764E+11,3.329034458,56848.17539,709,103.6844633
2017,Singapore,SGP,3.43338E+11,4.520379476,61176.45636,709,115.3305306
2018,Singapore,SGP,3.75982E+11,3.497469601,66679.04649,709,119.9879847
2019,Singapore,SGP,3.74386E+11,1.345217486,65640.70795,709,109.7332353
2020,Singapore,SGP,3.39998E+11,-5.391021406,59797.75218,709,73.49832058
2016,Sint Maarten (Dutch part),SXM,1263687151,0.5,31616.6817,34,52.05768473
2017,Sint Maarten (Dutch part),SXM,1191620112,-5.8,29369.05683,34,23.2991159
2018,Sint Maarten (Dutch part),SXM,1185474860,-6.6,29160.10381,34,19.76829011
2019,Sint Maarten (Dutch part),SXM,1146368715,-10.15,27931.81487,34,3.623592803
2020,Sint Maarten (Dutch part),SXM,1107262570,-13.7,26703.52592,34,-12.52110451
2016,Slovak Republic,SVK,89614053144,1.931680804,16501.08385,48080,34.0279134
2017,Slovak Republic,SVK,95157888667,2.980187073,17494.72879,48080,39.80142875
2018,Slovak Republic,SVK,1.05561E+11,3.794410553,19380.51351,48080,46.05581661
2019,Slovak Republic,SVK,1.05284E+11,2.605369328,19303.54566,48080,41.17747846
2020,Slovak Republic,SVK,1.05173E+11,-4.358753808,19266.51357,48080,13.26222827
2016,Slovenia,SVN,44736333522,3.191852518,21663.64341,20142,47.1478273
2017,Slovenia,SVN,48469082710,4.815380632,23455.94473,20138.1,56.48380523
2018,Slovenia,SVN,54137142149,4.422521568,26104.10279,20136.4,59.11145813
2019,Slovenia,SVN,54178877606,3.250531336,25942.95477,20136.4,54.16841197
2020,Slovenia,SVN,53589609581,-4.229261389,25517.33067,20136.4,23.57471119
2016,Small states,SST,4.44926E+11,2.331413226,11350.72567,2500754,31.65304781
2017,Small states,SST,4.79918E+11,1.121036834,12032.93397,2500755,27.93158942
2018,Small states,SST,5.27519E+11,2.171712198,13001.15869,2501331,33.72244964
2019,Small states,SST,5.19587E+11,1.843361974,12594.67689,2501331,31.75644118
2020,Small states,SST,4.51424E+11,-5.674915062,10770.58978,2501331,-1.282440584
2016,Solomon Islands,SLB,1378551118,5.879864636,2225.486842,27990,27.08754586
2017,Solomon Islands,SLB,1483758907,5.343587695,2332.844216,27990,25.11252867
2018,Solomon Islands,SLB,1574599183,3.94424955,2411.862926,27990,19.64038389
2019,Solomon Islands,SLB,1570093229,1.204049986,2344.048976,27990,8.572216037
2020,Solomon Islands,SLB,1545888426,-4.317260027,2250.601164,27990,-13.66100018
2016,Somalia,SOM,5529873480,8.399345781,389.8220615,627340,35.186333
2017,Somalia,SOM,5609000000,2.592560223,384.4634014,627340,11.95079719
2018,Somalia,SOM,5850677296,7.678879802,389.8313955,627340,32.30485021
2019,Somalia,SOM,6476674592,8.081440022,419.3948077,627340,33.96261137
2020,Somalia,SOM,6965285325,2.440210973,438.2551656,627340,11.42811326
2016,South Africa,ZAF,3.23586E+11,0.664552308,5756.965741,1213090,14.00919705
2017,South Africa,ZAF,3.81449E+11,1.157946952,6690.939847,1213090,17.52754099
2018,South Africa,ZAF,4.04842E+11,1.487617373,7005.095413,1213090,19.37031474
2019,South Africa,ZAF,3.87935E+11,0.113053697,6624.761865,1213090,13.25060015
2020,South Africa,ZAF,3.35442E+11,-6.431974826,5655.867654,1213090,-14.52343223
2016,South Asia,SAS,2.92645E+12,7.671463596,1652.251801,4770787,43.98576772
2017,South Asia,SAS,3.34811E+12,6.604851042,1867.443968,4770787,40.54153827
2018,South Asia,SAS,3.43659E+12,6.444305921,1894.008884,4770754,40.04241234
2019,South Asia,SAS,3.59725E+12,4.041559599,1959.525845,4770754,30.71862143
2020,South Asia,SAS,3.38642E+12,-5.706189649,1823.712912,4770754,-8.728160584
2016,South Asia (IDA & IBRD),TSA,2.92645E+12,7.671463596,1652.251801,4770787,43.98576772
2017,South Asia (IDA & IBRD),TSA,3.34811E+12,6.604851042,1867.443968,4770787,40.54153827
2018,South Asia (IDA & IBRD),TSA,3.43659E+12,6.444305921,1894.008884,4770754,40.04241234
2019,South Asia (IDA & IBRD),TSA,3.59725E+12,4.041559599,1959.525845,4770754,30.71862143
2020,South Asia (IDA & IBRD),TSA,3.38642E+12,-5.706189649,1823.712912,4770754,-8.728160584
2016,Spain,ESP,1.23208E+12,3.03130133,26505.34322,499564,56.26482607
2017,Spain,ESP,1.3093E+12,2.973641191,28100.58624,499547.35,58.64796614
2018,Spain,ESP,1.4203E+12,2.288785676,30349.7521,499603.479,59.59631868
2019,Spain,ESP,1.39305E+12,2.085191421,29555.3157,499603.479,57.49305001
2020,Spain,ESP,1.28148E+12,-10.82288649,27063.19392,499603.479,1.7877595
2016,Sri Lanka,LKA,82401038710,4.486634531,3886.291502,61893,24.28874702
2017,Sri Lanka,LKA,87428128124,3.578169679,4077.043841,61893,20.96263147
2018,Sri Lanka,LKA,87963042341,3.272000479,4059.20823,61864,19.71028318
2019,Sri Lanka,LKA,83990946939,2.255176529,3852.265603,61864,15.31081549
2020,Sri Lanka,LKA,80676681934,-3.569076137,3680.673477,61864,-8.26164819
2016,St. Kitts and Nevis,KNA,1008888889,13.39486131,19541.12783,260,84.5189183
2017,St. Kitts and Nevis,KNA,1060740741,0.899999116,20384.74788,260,35.87516557
2018,St. Kitts and Nevis,KNA,1078518519,2.699999466,20567.49911,260,43.36452283
2019,St. Kitts and Nevis,KNA,1164814815,4.799999522,22046.68991,260,54.1065073
2020,St. Kitts and Nevis,KNA,980740740.7,-14.39999655,18437.74892,260,-28.40743778
2016,St. Lucia,LCA,1865513444,3.646315171,10362.35166,610,30.9942209
2017,St. Lucia,LCA,1996771444,3.501752646,11034.62985,610,31.48048554
2018,St. Lucia,LCA,2065127259,2.926420885,11353.71521,610,29.68441914
2019,St. Lucia,LCA,2118791556,-0.063943687,11591.08048,610,18.09882377
2020,St. Lucia,LCA,1616772741,-20.37364179,8804.561048,610,-67.55221755
2016,St. Vincent and the Grenadines,VCT,774429629.6,1.898587636,7074.548765,390,18.79640815
2017,St. Vincent and the Grenadines,VCT,792177777.8,0.999772779,7213.025857,390,15.42040881
2018,St. Vincent and the Grenadines,VCT,811300000,2.159730034,7361.400962,390,20.29517022
2019,St. Vincent and the Grenadines,VCT,825040740.7,0.534023343,7460.153362,390,13.948706
2020,St. Vincent and the Grenadines,VCT,807474074.1,-3.252833908,7278.016297,390,-1.487106257
2016,Sub-Saharan Africa,SSF,1.5639E+12,1.163092826,1529.439256,23852850.34,45.5686726
2017,Sub-Saharan Africa,SSF,1.6691E+12,2.441830081,1589.370013,23852824.03,50.89859918
2018,Sub-Saharan Africa,SSF,1.75454E+12,2.688693063,1627.11036,23852823.23,52.04337964
2019,Sub-Saharan Africa,SSF,1.80448E+12,2.576950475,1630.127378,23852823.23,51.65821295
2020,Sub-Saharan Africa,SSF,1.70538E+12,-2.012135407,1501.152921,23852823.23,32.98450252
2016,Sub-Saharan Africa (excluding high income),SSA,1.56247E+12,1.160304232,1528.185535,23852390.34,45.55319618
2017,Sub-Saharan Africa (excluding high income),SSA,1.66757E+12,2.439882906,1588.059704,23852364.03,50.88628284
2018,Sub-Saharan Africa (excluding high income),SSA,1.753E+12,2.689488452,1625.820971,23852363.23,52.04204447
2019,Sub-Saharan Africa (excluding high income),SSA,1.8029E+12,2.578141208,1628.841127,23852363.23,51.65842398
2020,Sub-Saharan Africa (excluding high income),SSA,1.70432E+12,-2.004712068,1500.349997,23852363.23,33.01100638
2016,Sub-Saharan Africa (IDA & IBRD countries),TSS,1.5639E+12,1.163092826,1529.439256,23852850.34,45.5686726
2017,Sub-Saharan Africa (IDA & IBRD countries),TSS,1.6691E+12,2.441830081,1589.370013,23852824.03,50.89859918
2018,Sub-Saharan Africa (IDA & IBRD countries),TSS,1.75454E+12,2.688693063,1627.11036,23852823.23,52.04337964
2019,Sub-Saharan Africa (IDA & IBRD countries),TSS,1.80448E+12,2.576950475,1630.127378,23852823.23,51.65821295
2020,Sub-Saharan Africa (IDA & IBRD countries),TSS,1.70538E+12,-2.012135407,1501.152921,23852823.23,32.98450252
2016,Sudan,SDN,42630376000,3.467642184,1069.839957,1849240.201,18.4589785
2017,Sudan,SDN,41283617976,0.709256285,1011.521216,1849238.953,7.331563578
2018,Sudan,SDN,30964349685,-2.68093055,740.746767,1849233.715,-6.669671855
2019,Sudan,SDN,26155799325,-2.178251045,610.9278615,1849233.715,-4.869977049
2020,Sudan,SDN,21329109522,-3.629805626,486.4188163,1849233.715,-10.87883262
2016,Suriname,SUR,3317438911,-4.915786469,5872.789429,156000,-10.12135477
2017,Suriname,SUR,3591623596,1.567191065,6295.560562,156000,16.48020854
2018,Suriname,SUR,3996247906,4.948270766,6938.086981,156000,31.02225063
2019,Suriname,SUR,3984483762,1.098467778,6853.693411,156000,15.48941159
2020,Suriname,SUR,2884248048,-15.90795119,4916.605666,156000,-55.6043584
2016,Sweden,SWE,5.15655E+11,2.070593151,51965.15715,407310,91.7703938
2017,Sweden,SWE,5.41019E+11,2.567924525,53791.50873,407310,96.68020216
2018,Sweden,SWE,5.55455E+11,1.950022846,54589.06039,407310,95.48778202
2019,Sweden,SWE,5.3388E+11,1.986195874,51939.42974,407310,91.41288474
2020,Sweden,SWE,5.4122E+11,-2.948127879,52274.40879,407310,72.21431819
2016,Switzerland,CHE,6.95601E+11,2.045186469,83073.28008,39516.03,140.5592626
2017,Switzerland,CHE,7.04479E+11,1.584819616,83352.08865,39516.03,139.1693489
2018,Switzerland,CHE,7.35539E+11,2.916905098,86388.40495,39516.03,149.3403206
2019,Switzerland,CHE,7.31767E+11,1.210992207,85334.51946,39516.03,140.8438281
2020,Switzerland,CHE,7.52248E+11,-2.392826042,87097.03645,39516.03,129.242397
2016,Syrian Arab Republic,SYR,12356980639,-5.63043805,707.5052667,183630,-21.10490187
2017,Syrian Arab Republic,SYR,16112991412,-0.727486724,942.5189159,183630,-1.116728806
2018,Syrian Arab Republic,SYR,21490335086,1.475766476,1268.235849,183630,8.218106585
2019,Syrian Arab Republic,SYR,22777882165,3.747775387,1334.370593,183630,17.41231848
2020,Syrian Arab Republic,SYR,26110327542,5.985406443,1530.296432,183630,26.67684212
2016,Tajikistan,TJK,6992393787,6.89999962,807.1025861,138790,29.09939954
2017,Tajikistan,TJK,7536439875,7.100001403,848.6723799,138790,29.96584212
2018,Tajikistan,TJK,7765014424,7.599999387,853.2188734,138790,31.97329318
2019,Tajikistan,TJK,8300784857,7.399999638,890.5444024,138790,31.23300058
2020,Tajikistan,TJK,8194150302,4.499999517,859.1379611,138790,19.58315498
2016,Tanzania,TZA,49774021003,6.867116196,966.5030166,885800,30.41871687
2017,Tanzania,TZA,53320625959,6.785680114,1004.906588,885800,30.15782399
2018,Tanzania,TZA,57003713611,5.444967601,1042.838756,885800,24.8592349
2019,Tanzania,TZA,61136873692,5.799999977,1085.88486,885800,26.35223584
2020,Tanzania,TZA,62409709111,1.996343506,1076.469706,885800,11.12415723
2016,Thailand,THA,4.13366E+11,3.435157717,5993.305516,510890,24.48765526
2017,Thailand,THA,4.56357E+11,4.177681032,6593.818352,510890,28.45758713
2018,Thailand,THA,5.06611E+11,4.189585496,7296.879608,510890,29.67569485
2019,Thailand,THA,5.44264E+11,2.266433672,7817.009671,510890,22.8495666
2020,Thailand,THA,5.01644E+11,-6.098983843,7186.874092,510890,-11.65841817
2016,Timor-Leste,TLS,1650618500,3.385306549,1353.754934,14870,15.70928873
2017,Timor-Leste,TLS,1615609700,-3.071099761,1299.494635,14870,-10.20228252
2018,Timor-Leste,TLS,1583876200,-0.687542477,1249.138351,14870,-0.747814748
2019,Timor-Leste,TLS,2047931700,19.53581024,1583.713576,14870,80.67583254
2020,Timor-Leste,TLS,1902156800,10.37185524,1442.730738,14870,43.79663907
2016,Togo,TGO,6031632168,5.559079305,803.1518934,54390,23.59847682
2017,Togo,TGO,6395472574,4.347748238,830.7452767,54390,18.79725446
2018,Togo,TGO,7112200725,4.9762131,901.5230169,54390,21.42398918
2019,Togo,TGO,7220395248,5.459921448,893.3524541,54390,23.34601033
2020,Togo,TGO,7574636979,1.752824967,914.9507925,54390,8.552223876
2016,Tonga,TON,420540178.6,6.571000501,4157.877249,720,32.86842822
2017,Tonga,TON,460379145,3.322432544,4513.432531,720,20.43712441
2018,Tonga,TON,489235527.4,0.300009404,4740.700272,720,8.70727983
2019,Tonga,TON,512350059.4,0.734030017,4903.012138,720,10.70036421
2020,Tonga,TON,488829964.1,0.654698596,4624.823449,720,9.942577533
2016,Trinidad and Tobago,TTO,22386264807,-5.601818139,16250.62869,5130,3.354520785
2017,Trinidad and Tobago,TTO,22385426654,-2.987340197,16173.74005,5130,13.6906999
2018,Trinidad and Tobago,TTO,23679919655,0.066049775,17037.86236,5130,27.2738345
2019,Trinidad and Tobago,TTO,23208326548,-1.246427336,16637.16294,5130,21.38899185
2020,Trinidad and Tobago,TTO,21588037505,-7.853939948,15425.63511,5130,-6.961025028
2016,Tunisia,TUN,44360775649,1.117425857,3924.363346,155360,10.97259103
2017,Tunisia,TUN,42163974956,2.244200968,3687.777461,155360,15.10261509
2018,Tunisia,TUN,42570270107,2.510907072,3680.892597,155360,16.15900322
2019,Tunisia,TUN,41804581484,1.401976676,3574.654024,155360,11.55420813
2020,Tunisia,TUN,41620349986,-9.182372594,3521.591948,155360,-30.86740833
2016,Turkey,TUR,8.69693E+11,3.323084208,10894.60338,769630,32.71850356
2017,Turkey,TUR,8.58996E+11,7.501997489,10589.66772,769630,48.93916091
2018,Turkey,TUR,7.78472E+11,2.979885235,9454.348443,769630,28.96129442
2019,Turkey,TUR,7.61004E+11,0.889585161,9121.515167,769630,20.05319823
2020,Turkey,TUR,7.19955E+11,1.793551396,8536.43332,769630,22.69587203
2016,Turkmenistan,TKM,36169428571,6.199999966,6387.682575,469930,35.67762688
2017,Turkmenistan,TKM,37926285714,6.500000047,6587.092604,469930,37.19534359
2018,Turkmenistan,TKM,40765428571,6.199999941,6967.375043,469930,36.60065646
2019,Turkmenistan,TKM,45231428571,6.3,7612.03518,469930,38.02639609
2020,Turkmenistan,TKM,48252095238,6.333333345,8020.152715,469930,38.80931916
2016,Turks and Caicos Islands,TCA,1032452000,7.251186276,28241.47929,950,73.71988469
2017,Turks and Caicos Islands,TCA,1022365000,-2.490222604,27545.12879,950,33.65176102
2018,Turks and Caicos Islands,TCA,1113178000,5.610954617,29553.1367,950,69.23569358
2019,Turks and Caicos Islands,TCA,1197415000,5.324557297,31350.86663,950,70.93640398
2020,Turks and Caicos Islands,TCA,924583000,-26.7828754,23879.92665,950,-69.32178624
2016,Tuvalu,TUV,36547799.58,3.034723153,3253.899536,30,17.29062207
2017,Tuvalu,TUV,40619251.99,4.094017717,3574.065288,30,22.03469806
2018,Tuvalu,TUV,42588164.97,2.5,3701.709255,30,15.86071803
2019,Tuvalu,TUV,47271463.33,9.756097561,4055.89561,30,45.44586884
2020,Tuvalu,TUV,48855550.2,4.4,4143.109753,30,24.15955966
2016,Uganda,UGA,29203988815,4.781000291,736.5598474,200520,20.63208336
2017,Uganda,UGA,30744473912,3.131405518,746.8307529,200520,14.05172457
2018,Uganda,UGA,32927025573,6.303923781,770.6007843,200520,26.78192323
2019,Uganda,UGA,35353060634,6.438745034,798.5857341,200520,27.36828506
2020,Uganda,UGA,37600368181,2.951306422,822.0276815,200520,13.45821075
2016,Ukraine,UKR,93355993629,2.440981945,2187.73051,579290,14.22571074
2017,Ukraine,UKR,1.12091E+11,2.359972281,2638.326055,579300,14.63647399
2018,Ukraine,UKR,1.30891E+11,3.488362342,3096.561697,579400,19.89714596
2019,Ukraine,UKR,1.53883E+11,3.199503862,3661.456204,579400,19.66232087
2020,Ukraine,UKR,1.55499E+11,-4.000006101,3724.938437,579400,-9.033367162
2016,United Arab Emirates,ARE,3.57045E+11,2.984216091,38141.86713,71020,72.84089561
2017,United Arab Emirates,ARE,3.85606E+11,2.373551057,40644.79119,71020,74.39353214
2018,United Arab Emirates,ARE,4.22215E+11,1.189855642,43839.32449,71020,74.75820912
2019,United Arab Emirates,ARE,4.17216E+11,3.411538686,42701.44305,71020,81.83771443
2020,United Arab Emirates,ARE,3.58869E+11,-6.134500803,36284.55524,71020,33.42757576
2016,United Kingdom,GBR,2.72285E+12,2.263463538,41499.5557,241930,78.23855216
2017,United Kingdom,GBR,2.69902E+12,2.134453093,40857.75558,241930,76.67917995
2018,United Kingdom,GBR,2.90079E+12,1.650925496,43646.95197,241930,79.39140388
2019,United Kingdom,GBR,2.87867E+12,1.671944197,43070.49836,241930,78.53756778
2020,United Kingdom,GBR,2.7598E+12,-9.396160006,41059.16881,241930,30.94502643
2016,United States,USA,1.87451E+13,1.711426774,58021.4005,9147420,134.190342
2017,United States,USA,1.9543E+13,2.332679395,60109.65573,9147420,140.8927027
2018,United States,USA,2.06119E+13,2.996464352,63064.41841,9147420,149.4465141
2019,United States,USA,2.14332E+13,2.161176515,65279.52903,9147420,150.550344
2020,United States,USA,2.0953E+13,-3.404591573,63593.44362,9147420,125.0694586
2016,Upper middle income,UMC,1.98206E+13,4.234160565,8053.167884,53578663.5,134.7772746
2017,Upper middle income,UMC,2.19395E+13,5.205227428,8846.476386,53578427.8,142.3368967
2018,Upper middle income,UMC,2.36387E+13,4.925522073,9468.932983,53567577.2,144.1273001
2019,Upper middle income,UMC,2.40353E+13,4.120976557,9572.872787,53567577.2,141.5266137
2020,Upper middle income,UMC,2.31507E+13,-0.713231665,9177.840437,53567577.2,120.5541206
2016,Uruguay,URY,57236652490,1.689798164,16715.63347,175020,33.55844578
2017,Uruguay,URY,64233966861,1.627753973,18690.89384,175020,36.4455331
2018,Uruguay,URY,64515038268,0.477907184,18703.86029,175020,31.86699568
2019,Uruguay,URY,61231149881,0.350447153,17688.01501,175020,29.74509803
2020,Uruguay,URY,53628827440,-5.858721243,15438.41167,175020,1.338123938
2016,Uzbekistan,UZB,86138288615,5.9321508,2704.677188,440588,28.78712562
2017,Uzbekistan,UZB,62081323299,4.395274633,1916.764642,440587,21.36470754
2018,Uzbekistan,UZB,52633143808,5.354996888,1597.068337,440555,24.68660793
2019,Uzbekistan,UZB,59907674027,5.709632222,1784.009816,440555,26.4094262
2020,Uzbekistan,UZB,59929951114,1.714770576,1750.697113,440555,10.37726369
2016,Vanuatu,VUT,780889605.9,4.688677823,2805.66532,12190,23.21635095
2017,Vanuatu,VUT,880043553.7,6.315604199,3082.475083,12190,30.16242067
2018,Vanuatu,VUT,914727908.1,2.900230273,3125.404999,12190,16.56893211
2019,Vanuatu,VUT,934521604.6,3.912534737,3116.297759,12190,20.6037538
2020,Vanuatu,VUT,881547928.6,-6.813991132,2870.0893,12190,-22.69221254
2016,Vietnam,VNM,2.05276E+11,6.210811668,2192.174482,310070,29.02555196
2017,Vietnam,VNM,2.2378E+11,6.81224566,2365.521615,310070,31.72686537
2018,Vietnam,VNM,2.45214E+11,7.075788617,2566.447487,310070,33.12362398
2019,Vietnam,VNM,2.61921E+11,7.017434882,2715.27598,310070,33.14491693
2020,Vietnam,VNM,2.71158E+11,2.905835584,2785.724161,310070,16.82060336
2016,Virgin Islands (U.S.),VIR,3798000000,1.600853789,35324.97489,350,62.33552736
2017,Virgin Islands (U.S.),VIR,3794000000,-0.735294118,35365.0693,350,53.05440949
2018,Virgin Islands (U.S.),VIR,3900000000,1.587301587,36448.25749,350,64.05983947
2019,Virgin Islands (U.S.),VIR,4068000000,2.213541667,38136.66576,350,69.23811479
2020,Virgin Islands (U.S.),VIR,4158000000,2.417770959,39073.89605,350,71.53897726
2016,West Bank and Gaza,PSE,15405400000,8.86461882,3527.613824,6020,41.07032411
2017,West Bank and Gaza,PSE,16128000000,1.419367563,3620.360487,6020,11.43698272
2018,West Bank and Gaza,PSE,16276600000,1.227077378,3562.330943,6020,10.5761181
2019,West Bank and Gaza,PSE,17133500000,1.362687466,3656.858271,6020,11.26919464
2020,West Bank and Gaza,PSE,15561300000,-11.45745151,3239.731108,6020,-40.6735611
2016,World,WLD,7.63051E+13,2.825118027,10264.92866,129956634.1,314.6901298
2017,World,WLD,8.11933E+13,3.394423427,10798.15277,129956069.1,323.3929034
2018,World,WLD,8.62676E+13,3.269672697,11347.33585,129949282.7,329.5476379
2019,World,WLD,8.75681E+13,2.60087777,11397.086,129949282.7,328.4363015
2020,World,WLD,8.4747E+13,-3.293496599,10918.72283,129949282.7,300.8798691
2016,"Yemen, Rep.",YEM,31317365269,-9.375123818,1152.720966,527970,-34.82718737
2017,"Yemen, Rep.",YEM,26840128755,-5.071795639,964.2648105,527970,-17.91735523
2018,"Yemen, Rep.",YEM,21606140907,0.75244741,758.1452416,527970,5.047307115
2019,"Yemen, Rep.",YEM,16372153060,6.57669046,552.0256726,527970,28.01196946
2020,"Yemen, Rep.",YEM,11138165212,12.40093351,345.9061036,527970,50.97663181
2016,Zambia,ZMB,20958412538,3.776679146,1280.806543,743390,18.30250861
2017,Zambia,ZMB,25873601261,3.504336096,1535.196574,743390,17.621505
2018,Zambia,ZMB,26311590297,4.034493897,1516.368371,743390,19.71282717
2019,Zambia,ZMB,23308667781,1.441306026,1305.001031,743390,9.002005268
2020,Zambia,ZMB,18110631358,-2.785055065,985.132436,743390,-8.415797719
2016,Zimbabwe,ZWE,20548678100,0.755869251,1464.588957,386850,5.961063159
2017,Zimbabwe,ZWE,17584890937,4.709492179,1235.189032,386850,21.40897958
2018,Zimbabwe,ZWE,18115543791,4.82421054,1254.642265,386850,21.89925777
2019,Zimbabwe,ZWE,19284289739,-6.144236314,1316.740657,386850,-21.8748795
2020,Zimbabwe,ZWE,18051170799,-6.248748224,1214.50982,386850,-22.45618932
