Year,Country Name,Country Code,Current GDP ($),GDP growth (annual %),GDP per capita ($),Gini index,%individuals using internet,Interest payments (% of expense),Interest payments (% of revenue),Land area (sq.km),Life expectancy at birth,Military expenditure (% of GDP)
2019,Faroe Islands,FRO,3126293219.77989,..,64225.2649049837,..,..,..,..,1396,82.7463414634146,..
2018,Faroe Islands,FRO,3051341335.9516,..,62918.1461936121,..,..,..,..,1396,82.4951219512195,..
2020,Faroe Islands,FRO,..,..,..,..,..,..,..,1396,..,..
2017,Faroe Islands,FRO,2899226097.62377,..,59993.0906266559,..,97.58195894,..,..,1396,82.2951219512195,..
2018,Fiji,FJI,5581371847.61641,3.81235097047221,6317.41372015123,..,..,9.50895579186348,9.94188513371395,18270,67.341,1.46760686131695
2019,Fiji,FJI,5496264766.37285,-0.445563043622684,6175.89065331713,..,..,10.6076976153324,11.2511091259723,18270,67.444,1.46409815342582
2020,Fiji,FJI,4533883782.27458,-15.7118039805906,5057.63191261761,..,..,..,..,18270,..,1.75011439036282
2017,Fiji,FJI,5353404422.08138,5.35336493706966,6101.02388950081,..,49.96637301,10.0038617045522,9.17421462364799,18270,67.252,1.40484422392375
2016,Fiji,FJI,4930204229.72263,2.44565200769968,5651.27272132772,..,46.50697831,10.1333685929048,9.80815045677115,18270,67.175,1.10379303266986
2017,Finland,FIN,255016517537.983,3.19240962968416,46297.4963459994,27.4,87.46892907,2.51276789253982,2.54984322309649,303920,81.6317073170732,1.35349860356831
2019,Finland,FIN,268508200125.49,1.22075414302529,48628.641762105,..,89.60738511,2.0932873154883,2.08342657655642,303920,81.7853658536586,1.34771113586857
2020,Finland,FIN,269594831987.549,-2.80013589086919,48744.9881267787,..,92.17027106,..,..,303920,..,1.53045094218018
2018,Finland,FIN,275580448365.235,1.14194750876192,49964.4999098426,27.3,88.88996,2.26790891692738,2.27215320673265,303920,81.7341463414634,1.36221240755957
2016,Finland,FIN,240607907010.383,2.81145776663433,43784.2839622098,27.1,87.70364996,2.64915275890503,2.73938054691534,303910,81.4292682926829,1.41965262644931
2017,Fragile and conflict affected situations,FCS,1440153462302.17,1.91863179362595,1657.34092532114,..,22.7750502055126,4.92353075250213,4.53410005491627,19958631.032,61.8928480038629,1.89477174689592
2016,Fragile and conflict affected situations,FCS,1407794580336.84,2.18604598896476,1656.73597085818,..,19.0128854651629,4.57051911671548,4.12609738010937,19958955.342,61.5703079183275,1.81757803619428
2020,Fragile and conflict affected situations,FCS,1508644836830.91,-4.73779618125812,1622.21697567321,..,..,..,..,19947735.228,..,1.75162177671773
2018,Fragile and conflict affected situations,FCS,1572829705560.61,2.74408837044999,1770.23105809572,..,..,..,..,19947735.228,62.1942490425375,1.63614288405573
2019,Fragile and conflict affected situations,FCS,1661765815317.45,3.05448325063698,1828.64933768822,..,26.6206247064447,..,..,19947735.228,62.480088340482,1.66190287083672
2019,France,FRA,2728870246705.88,1.84297181445896,40578.6442850534,..,83.33974409,3.05606224389085,3.26896207632163,547557,82.5780487804878,1.8454911956468
2016,France,FRA,2471285607081.72,1.09546440372048,37037.3741861219,31.9,79.26981132,3.79072002273441,4.11615910415098,547557,82.5731707317073,1.91728236804142
2018,France,FRA,2789593979064.58,1.86506607081999,41572.4850099629,32.4,82.04318678,3.58373048985554,3.78591301521134,547557,82.7243902439024,1.84505339891481
2017,France,FRA,2588740901639.81,2.29141999417021,38685.2584944953,31.6,80.50245972,3.5768380098689,3.8270752811413,547557,82.5756097560976,1.90864201234437
2020,France,FRA,2630317731455.26,-7.85525603703762,39030.3603713482,..,..,..,..,547557,..,2.07332142732331
2018,French Polynesia,PYF,..,3.26774108990988,..,..,..,..,..,3520,77.462,..
2016,French Polynesia,PYF,..,2.30219823670438,..,..,68.44041949,..,..,3660,77.024,..
2019,French Polynesia,PYF,..,2.97002491067693,..,..,..,..,..,3520,77.657,..
2017,French Polynesia,PYF,..,4.29263363103487,..,..,72.70389531,..,..,3660,77.251,..
2020,French Polynesia,PYF,..,-7.59987555401415,..,..,..,..,..,3520,..,..
2016,Gabon,GAB,14023890620.3384,2.09144220829562,6984.41971208387,..,48.05227375,13.6046289920143,13.3648270785408,257670,65.418,1.4475426228381
2020,Gabon,GAB,15316826191.5682,-1.83776092953785,6881.71519231831,..,..,..,..,257670,..,1.76237435513061
2019,Gabon,GAB,16874405839.7948,3.92080879452831,7766.99655422948,..,61,16.7974039381407,11.7207303095894,257670,66.467,1.58090171703068
2018,Gabon,GAB,16867325126.5423,0.83791658082157,7959.00726736376,..,59.6,17.5360260209864,14.3130745064115,257670,66.187,1.54872276748932
2017,Gabon,GAB,14929488770.7315,0.472642030911146,7230.43491161979,38,50.32012015,16.1247791839056,14.3099213045689,257670,65.839,1.81048953464601
2020,"Gambia, The",GMB,1868086274.822,-0.215576043106495,773.002070135524,..,..,..,..,10120,..,0.828278886205045
2019,"Gambia, The",GMB,1812529104.61923,6.15363194960554,772.045914215139,..,51,..,..,10120,62.05,0.814318636979133
2018,"Gambia, The",GMB,1670670668.5939,7.23489033258579,732.720727318856,..,40,..,..,10120,61.735,0.702928017615916
2016,"Gambia, The",GMB,1484579844.37143,1.94335965478776,690.780493152792,..,25,..,..,10120,61.166,..
2017,"Gambia, The",GMB,1504909753.28746,4.8226112492757,679.75507172296,..,32,..,..,10120,61.44,..
2019,Georgia,GEO,17477255562.2583,4.98235047511106,4697.98365238984,35.9,68.84670565,5.01031778786628,4.52643902730032,69490,73.767,1.74992430839149
2016,Georgia,GEO,15141758566.7808,2.90643878002064,4062.16988757379,36.6,58.45928961,3.79430425034585,3.79861694811645,69490,73.207,2.08164031548883
2018,Georgia,GEO,17599700090.762,4.84291988506627,4722.78778321766,36.4,62.7179082,4.80133065715135,4.34980258782527,69490,73.6,1.89711315739272
2020,Georgia,GEO,15846489610.8073,-6.76043981705519,4266.69079450924,..,72.53158414,5.30903602362341,6.05538928066587,69490,..,1.80964773536432
2017,Georgia,GEO,16242916915.7203,4.84260322496586,4357.00093554628,37.9,59.7055046,4.29183776384987,4.01252757244608,69490,73.414,1.96974296903126
2018,Germany,DEU,3975347237442.99,1.08602451412267,47950.1808142041,..,87.03711209,1.81038336277911,1.73328768295814,349380,80.8926829268293,1.17181679234658
2020,Germany,DEU,3846413928653.71,-4.56961671737398,46208.4294717472,..,89.81294133,..,..,349380,..,1.39973036824072
2017,Germany,DEU,3681732583768.5,2.68023111405891,44542.2952040833,..,84.3941537,1.97251086875946,1.92451076222071,349370,80.9926829268293,1.15404940702975
2016,Germany,DEU,3467498002104.33,2.22999986782015,42107.5172703074,31.9,84.16520664,2.34278893863384,2.27901850506974,349360,80.990243902439,1.14965448490146
2019,Germany,DEU,3888326788627.44,1.05550824713283,46794.8992915603,..,88.13451691,1.52724589604117,1.47335951854764,349380,80.9414634146342,1.26914686652846
2019,Ghana,GHA,68337537815.7703,6.5077747939152,2246.62557816432,..,53,31.6641112461978,37.0352216099758,227540,64.074,0.441936077881951
2017,Ghana,GHA,60406382898.5174,8.12889488100956,2074.29073272269,..,37.88415262,29.7574078586329,34.1914288331872,227540,63.463,0.401629020725549
2016,Ghana,GHA,56165172898.8695,3.37346574966936,1971.95693464599,43.5,28,28.7054663105911,35.7675642725107,227540,63.124,0.382379929647084
2020,Ghana,GHA,68532281805.6722,0.414443457624131,2205.5290158584,..,..,..,..,227540,..,0.446156223059299
2018,Ghana,GHA,67299280679.563,6.20007768127284,2260.86056729337,..,43,29.1286301744974,33.2134913436633,227540,63.78,0.419660326452183
2017,Gibraltar,GIB,..,..,..,..,..,..,..,10,..,..
2019,Gibraltar,GIB,..,..,..,..,..,..,..,10,..,..
2020,Gibraltar,GIB,..,..,..,..,..,..,..,10,..,..
2018,Gibraltar,GIB,..,..,..,..,..,..,..,10,..,..
2016,Gibraltar,GIB,..,..,..,..,94.44447158,..,..,10,..,..
2017,Greece,GRC,199350781053.185,1.09214912017283,18536.1907178433,34.4,69.89297065,6.9503529244005,7.03309124140253,128900,81.2878048780488,2.55989389632604
2018,Greece,GRC,211945897765.431,1.66842863602514,19747.3425837935,32.9,72.23837339,7.38410364960108,7.48208730083907,128900,81.7878048780488,2.71388945796109
2019,Greece,GRC,205144152830.847,1.80359525615141,19133.7577636254,..,75.67120669,6.72424068901848,6.70215368129244,128900,81.9390243902439,2.66458048486626
2016,Greece,GRC,193017030649.7,-0.487173294301954,17911.7993774946,35,69.08791547,7.01931529305552,7.04584749299469,128900,81.3878048780488,2.57591779360038
2020,Greece,GRC,188835201625.91,-9.01912908499726,17622.5410033504,..,78.11584474,..,..,128900,..,2.79556314613436
2018,Greenland,GRL,3040414278.02236,1.84584800939267,54270.8223055238,..,..,..,..,410450,..,..
2020,Greenland,GRL,..,..,..,..,..,..,..,410450,..,..
2017,Greenland,GRL,2851610655.92391,0.0527281828800312,50765.6956477233,..,69.48246178,..,..,410450,70.6224390243903,..
2016,Greenland,GRL,2707146783.13056,4.68195410972302,48181.874188064,..,68.50087368,..,..,410450,70.8487804878049,..
2019,Greenland,GRL,2982247278.61577,1.67877330992789,53041.303310196,..,..,..,..,410450,..,..
2018,Grenada,GRD,1166523555.55556,4.29940539240303,10466.8822111958,..,..,..,..,340,72.384,..
2017,Grenada,GRD,1125685185.18519,4.43867566948151,10152.8328118872,..,59.07173536,..,..,340,72.388,..
2016,Grenada,GRD,1061640740.74074,3.73965138773251,9628.2591689029,..,55.85640782,..,..,340,72.408,..
2020,Grenada,GRD,1042100555.55556,-13.7077306813298,9261.55187617696,..,..,..,..,340,..,..
2019,Grenada,GRD,1212694407.40741,0.735582700454373,10827.4352905074,..,..,..,..,340,72.397,..
2020,Guam,GUM,5844000000,-11.8500176865936,34624.3401290414,..,..,..,..,540,..,..
2019,Guam,GUM,6364000000,2.53899165759883,38040.5869870588,..,..,..,..,540,80.074,..
2017,Guam,GUM,6013000000,0.890099909173486,36601.9198811792,..,80.50546556,..,..,540,79.631,..
2016,Guam,GUM,5901000000,0.18198362147406,36214.0069224538,..,77.00999989,..,..,540,79.391,..
2018,Guam,GUM,6060000000,-0.720201656463814,36556.6749110213,..,..,..,..,540,79.859,..
2017,Guatemala,GTM,71654134378.5299,3.07985149125689,4454.04814983548,..,40.70304908,12.2927297561014,13.3549529268443,107160,73.81,0.402560936246118
2016,Guatemala,GTM,66053725049.0138,2.67780255532826,4173.30166619474,..,34.50932609,12.5275838665981,13.4074169315171,107160,73.541,0.464536551852404
2019,Guatemala,GTM,77020015201.3201,3.866856574905,4638.63494319511,..,44.40104984,12.9362842911085,14.5519230058637,107160,74.302,0.465831692259004
2020,Guatemala,GTM,77604632170.5853,-1.51932802919289,4603.33961670975,..,..,..,..,107160,..,0.483220755707797
2018,Guatemala,GTM,73208583758.9105,3.32209799734959,4478.42464550944,..,..,12.3246083809534,13.5988422075927,107160,74.063,0.390612897420441
2018,Guinea,GIN,11857030336.5252,6.35849192736175,955.111281136711,..,21.83002304,..,..,245720,61.185,1.63681420468527
2016,Guinea,GIN,8595955581.21787,10.8206214375736,732.291511901662,..,9.8,..,..,245720,60.17,1.88205381003036
2020,Guinea,GIN,15681050917.1563,6.98855997080146,1194.03786469445,..,..,..,..,245720,..,1.45751192274533
2017,Guinea,GIN,10324668266.5921,10.3000004937957,855.575270552124,..,11.40002077,..,..,245720,60.706,1.76812250574436
2019,Guinea,GIN,13513809258.2131,5.64617556842045,1058.14336817356,..,23,..,..,245720,61.602,1.44513568163751
2019,Guinea-Bissau,GNB,1439638443.38133,4.49999999151316,749.453747028806,..,28,6.67050012407802,6.3869478337894,28120,58.322,1.65279430457493
2016,Guinea-Bissau,GNB,1179004941.22904,6.26280563780463,661.457838679603,..,17,..,..,28120,57.328,1.33540960938496
2020,Guinea-Bissau,GNB,1431758242.90375,-2.39999999921721,727.520171719562,..,..,..,..,28120,..,1.73615260258345
2017,Guinea-Bissau,GNB,1350177127.5523,5.91917662586047,738.549944890782,..,18,5.25725403343688,3.6624913512567,28120,57.673,1.42457857716426
2018,Guinea-Bissau,GNB,1504630120.99275,1.28373670309465,802.767385116156,..,22,..,..,28120,58.003,1.4111445505489
2020,Guyana,GUY,5471256594.72422,43.4795559399402,6955.93921717789,..,..,..,..,196850,..,1.19900308854729
2018,Guyana,GUY,4787636237.24043,4.44101358934772,6145.81927664377,..,..,..,..,196850,69.774,1.593320008704
2019,Guyana,GUY,5173760191.84652,5.35262742597216,6609.51127954588,..,..,..,..,196850,69.906,1.60417879036136
2016,Guyana,GUY,4482697336.56174,3.8079188370272,5811.39792362577,..,35.66,..,..,196850,69.454,1.47647687203001
2017,Guyana,GUY,4748174334.14044,3.73437406053053,6124.95366998759,..,37.32583679,..,..,196850,69.624,1.65039772772454
2019,Haiti,HTI,14785839382.9002,-1.68459508133022,1312.77063606676,..,32.5,..,..,27560,64.001,0.00139421258396341
2016,Haiti,HTI,13987693738.923,1.81246807847532,1290.38050812318,..,12.23260161,..,..,27560,62.896,0.000846300591007706
2018,Haiti,HTI,16455034352.7671,1.66781095484656,1479.3458268885,..,32.47362713,..,..,27560,63.66,0.00150080164095032
2020,Haiti,HTI,14508218017.4032,-3.34337261175989,1272.36799204205,..,..,..,..,27560,..,0.0028940747154155
2017,Haiti,HTI,15035560372.6443,2.51027134544685,1369.06373395137,..,31,..,..,27560,63.29,0.0008810297312429
2017,Heavily indebted poor countries (HIPC),HPC,720193577997.662,5.00421850187172,948.738998303874,..,17.7412175565569,7.88543460527508,5.65900302345023,19357309.952,62.748671772017,1.30890646634332
2020,Heavily indebted poor countries (HIPC),HPC,797697289590.406,0.381128607680509,968.690499805906,..,..,..,..,19357325.105,..,1.23874439506626
2018,Heavily indebted poor countries (HIPC),HPC,768422112077.273,4.34509151197024,984.860523811389,..,20.9970267242043,9.06305439484547,8.57362307143437,19357325.105,63.1349911561301,1.1906416649487
2016,Heavily indebted poor countries (HIPC),HPC,668494140790.382,4.42345176744597,905.343771056251,..,13.9572304382094,7.00117748921016,5.50012072521945,19357335.24,62.3232846447189,1.35300570230428
2019,Heavily indebted poor countries (HIPC),HPC,789831743959.288,4.41894762256578,985.186283834948,..,24.0014542158897,..,..,19357325.105,63.4864553256302,1.19621141782743
2018,High income,HIC,54557477581503.8,2.35187737846971,45240.5627531648,..,87.5195071000265,3.9445094490693,3.74586664438398,34946338.286,80.7873397628661,2.34059122728155
2020,High income,HIC,53461077539109.3,-4.48760466165653,44003.4137096987,..,..,..,..,34946338.286,..,2.61743714211142
2019,High income,HIC,55045647599804.8,1.763695620993,45462.3716822454,..,89.0956961947073,3.60027966773202,3.49483439122459,34946338.286,80.8873668617946,2.39662712252544
2016,High income,HIC,49096222099382.5,1.82709096031356,41112.5094026206,..,84.2632905429597,4.52859101690812,4.38557234249156,34942329.887,80.6438643337737,2.37796381195306
2017,High income,HIC,51317176380343.4,2.37783743515448,42754.5642201207,..,85.8539612306977,4.16069754652764,4.04169822314942,34942307.867,80.6843643551024,2.34423697894954
2017,Honduras,HND,22975415842.4648,4.84291391050387,2436.6716359867,49.4,32.13636364,..,..,111890,74.898,1.72440517780481
2019,Honduras,HND,24915522849.1544,2.65306625480355,2556.45689068459,48.2,..,..,..,111890,75.27,1.62359796528661
2020,Honduras,HND,23662231633.9139,-8.96476018404584,2389.012430771,..,..,..,..,111890,..,1.65993826881731
2018,Honduras,HND,23900438563.7271,3.84499476966735,2492.86896769136,48.9,..,..,..,111890,75.088,1.60769447208664
2016,Honduras,HND,21566622849.6057,3.89297219726413,2326.29727827042,49.8,29.5,..,..,111890,74.701,1.66470130383407
2019,"Hong Kong SAR, China",HKG,363016373358.517,-1.6797561695559,48354.473367413,..,91.74340039,..,..,1050,85.0780487804878,..
2020,"Hong Kong SAR, China",HKG,346585881503.635,-6.08146778412127,46323.8634424384,..,92.41313602,..,..,1050,..,..
2018,"Hong Kong SAR, China",HKG,361691522612.745,2.84644793882873,48542.6818699161,..,90.50739533,..,..,1050,84.9341463414634,..
2017,"Hong Kong SAR, China",HKG,341244161576.759,3.79100598597371,46165.8565115953,..,89.41594465,..,..,1050,84.6804878048781,..
2016,"Hong Kong SAR, China",HKG,320837638328.846,2.16949438778281,43731.1068245299,..,87.47941467,..,..,1050,84.2268292682927,..
2020,Hungary,HUN,155808436238.487,-4.67568699324362,15980.740889649,..,84.77115202,..,..,91260,..,1.61431325739574
2017,Hungary,HUN,143136245596.988,4.26855741926617,14623.6966492311,30.6,76.75054712,6.51159831052819,6.69946158845223,91260,75.8170731707317,1.02665762335845
2016,Hungary,HUN,128636108315.474,2.19196036930391,13107.3779137744,30.3,79.25941213,7.26238433265739,7.61469109645224,91260,76.0634146341464,1.0031063011266
2019,Hungary,HUN,163526491433.29,4.55406307213036,16735.6597794761,..,80.37169361,5.89287982121974,5.82791545892881,91260,76.0219512195122,1.25438629427103
2018,Hungary,HUN,160586833778.457,5.35949648949985,16427.3727611478,29.6,76.07436064,6.09637939307281,6.05096189016267,91260,76.0658536585366,1.1166413873556
2018,IBRD only,IBD,30478923454219.6,4.85066805456715,6366.56267284832,..,48.3970233924649,9.68280866666361,9.41504965390079,71071078.2,73.4119044545956,1.83352819419269
2016,IBRD only,IBD,25985815318089,4.66947383030521,5526.65388488584,..,42.1858381902867,8.76340341258646,8.44990896057082,71070976.9,72.9614017386302,1.94817995450735
2019,IBRD only,IBD,31184076970102,3.97938040304091,6461.3345446003,..,57.8990344961637,8.4562439955882,8.02602467147643,71071078.2,73.6135935088521,1.85562421834768
2017,IBRD only,IBD,28680103566456.8,5.2062041012543,6042.98149259716,..,45.0108173233636,8.605838171253,8.30076563456479,71070991.2,73.207413803886,1.89370802647472
2020,IBRD only,IBD,29900583521576.8,-1.50103699516396,6149.36154443197,..,..,..,..,71071078.2,..,1.95479554315251
2019,IDA & IBRD total,IBT,33422564858176.3,3.97962213172971,5144.34533756254,..,50.6129147499047,7.89150603171427,7.83468893686905,96060596.428,71.2794862234126,1.83135933978149
2016,IDA & IBRD total,IBT,27944071146475.4,4.55769893133866,4461.24653004746,..,36.1165644928706,7.62992269794316,7.62848980707988,96071736.242,70.6271112581628,1.92470750557045
2017,IDA & IBRD total,IBT,30704487501895.7,5.12409417979475,4840.46533154969,..,38.9405381887293,7.88543460527508,7.63413657306892,96071433.232,70.873140273204,1.87557556599362
2018,IDA & IBRD total,IBT,32623821519669.5,4.82294987214979,5080.87574857649,..,42.5804866924346,9.44073114979775,8.79443946736233,96060596.428,71.0806552692461,1.81997837434051
2020,IDA & IBRD total,IBT,32139314724146.1,-1.40239984775179,4891.09025537607,..,..,..,..,96060596.428,..,1.92708260067743
2019,IDA blend,IDB,998391254201.582,2.33867122136657,1777.85106883714,..,27.9811433664472,..,..,4384525,62.4089972219881,1.69420477322018
2020,IDA blend,IDB,961669400838.282,-1.32075992825219,1674.91787065885,..,..,..,..,4384525,..,1.7472777353426
2017,IDA blend,IDB,925118884014.572,2.8540732483302,1723.16488620871,..,22.0973583629288,7.88543460527508,6.02498521257341,4384557,61.8891292033631,1.80815074785155
2018,IDA blend,IDB,966188380162.912,3.63763771760865,1759.49636468312,..,25.2570791505581,9.96257950019241,8.57362307143437,4384525,62.1618673864433,2.00141913336437
2016,IDA blend,IDB,942117764046.8,1.6854860174318,1795.21245064459,..,20.2937030825544,3.13995776842545,4.03311602817416,4384558,61.587965839819,1.68659842943132
2016,IDA only,IDX,1015969363852.14,4.61032212308882,979.687544781209,..,14.1377036519685,6.97676346542731,5.50012072521945,20616201.342,64.6168978896782,1.49452552770359
2017,IDA only,IDX,1100367908800.73,5.2588085007698,1037.68958680347,..,17.7022260623398,6.49186253338542,4.8924789154428,20615885.032,64.9733895501211,1.42517550638815
2019,IDA only,IDX,1240944011863.71,5.5301958166244,1118.85395653545,..,22.2207784958832,..,..,20604993.228,65.6133438655466,1.29717521314228
2018,IDA only,IDX,1179942494586.42,5.25216938934267,1088.07247384513,..,19.3195394213207,..,..,20604993.228,65.3045620346065,1.28604205750422
2020,IDA only,IDX,1278442378837.88,1.00954486354547,1126.93246729588,..,..,..,..,20604993.228,..,1.37751469352301
2019,IDA total,IDA,2239335266065.3,3.98277181360585,1340.36345942875,..,24.6190517394681,..,..,24989518.228,64.536308941045,1.47544436981266
2018,IDA total,IDA,2146130874749.33,4.46312179992792,1313.77412004284,..,21.8234401794574,7.82669219260599,6.38705521113091,24989518.228,64.2481797662745,1.62136628452408
2020,IDA total,IDA,2239424393002.2,-0.110195190133211,1310.6751603022,..,..,..,..,24989518.228,..,1.53492441335793
2017,IDA total,IDA,2025486792815.3,4.06968586363685,1268.08995349199,..,19.3500255048258,6.56583934677863,5.53382310848202,25000442.032,63.9367616770714,1.6010459375182
2016,IDA total,IDA,1958087127898.94,3.14327900938463,1253.71443621009,..,16.4187503102715,6.02346919306166,5.12851531244437,25000759.342,63.5991845295265,1.58642510374655
2019,Iceland,ISL,24857740445.0401,2.43482300037417,68941.4622272394,..,99,12.8861851832754,13.0652550402293,100830,82.5609756097561,..
2017,Iceland,ISL,24728285177.4603,4.19494882908376,72010.1490316258,26.1,98.25520119,17.0568807608147,15.7857415791335,100250,82.6609756097561,..
2016,Iceland,ISL,20793168030.9524,6.30368710650176,61987.9263620283,27.2,98.2400163,16.0109044208997,11.7946750415542,100250,82.2048780487805,..
2018,Iceland,ISL,26267063757.5495,4.89218073132504,74469.8040591559,..,99.01095399,14.919352812648,13.8611396314722,100830,82.8609756097561,..
2020,Iceland,ISL,21718075725.2054,-6.50391225040894,59270.1800510483,..,..,..,..,100830,..,..
2016,India,IND,2294797980509.01,8.25630550179086,1732.55424231659,..,16.5,20.3860448020257,24.2105608843598,2973190,68.897,2.54315118788674
2019,India,IND,2870504096717.77,4.0415541865323,2100.75146060805,..,41,..,..,2973190,69.656,2.5191207637745
2020,India,IND,2660245248867.63,-7.25175478178826,1927.70782309335,..,..,..,..,2973190,..,2.88267039974077
2017,India,IND,2651472946374.91,6.79538341897911,1980.66701982802,..,18.2,19.8334019122654,24.2919368978606,2973190,69.165,2.53146258766694
2018,India,IND,2701111782775.03,6.53298901139763,1996.91508739789,..,20.08130004,19.3965097896145,23.011306254749,2973190,69.416,2.43392206663758
2019,Indonesia,IDN,1119091259074.62,5.01815971508286,4135.20153132694,38.2,47.69064898,11.9891040548063,14.0356586427817,1877519,71.716,0.804335324326093
2018,Indonesia,IDN,1042271531011.99,5.17429153955024,3893.85957814877,37.8,39.90463864,11.7304598670061,13.2745899948478,1877519,71.509,0.725001628386087
2016,Indonesia,IDN,931877364177.742,5.03306918280177,3562.81633352183,38.6,25.4473537,9.90662792164312,11.7456207529646,1877519,71.035,0.792220213496852
2020,Indonesia,IDN,1058423838345.14,-2.06954349906437,3869.58842704537,..,53.72649449,..,..,1877519,..,0.860574024320101
2017,Indonesia,IDN,1015618742565.81,5.06978590134916,3837.57802362633,38.1,32.33580625,11.1405312072738,12.9931209867034,1877519,71.282,0.865191376221992
2016,"Iran, Islamic Rep.",IRN,417983583565.54,13.3962426157509,5253.42656033356,40,53.22677167,..,..,1628760,76.047,2.97279327924115
2017,"Iran, Islamic Rep.",IRN,445345256459.105,3.75519645191902,5520.31478213998,40.8,64.04397362,..,..,1628760,76.271,3.10518416947631
2018,"Iran, Islamic Rep.",IRN,294356680624.658,-6.02597180315718,3598.48345396129,42,70.200565,..,..,1628760,76.479,2.45625050479328
2020,"Iran, Islamic Rep.",IRN,203471303952.344,3.38826166523735,2422.48065682777,..,84.11087002,..,..,1628760,..,2.16179217744462
2019,"Iran, Islamic Rep.",IRN,258245497664.394,-6.78422367041092,3114.62275284063,..,77.77083846,..,..,1628760,76.677,2.10056713241321
2016,Iraq,IRQ,166602488747.885,13.7873730187089,4550.65863784829,..,36.7,2.68143606298037,2.58173133156506,434128,70.122,3.50337780578203
2017,Iraq,IRQ,187217660050.676,-1.81975035118309,4985.45287942996,..,49.35999889,3.97630639629145,2.98770093498904,434128,70.294,3.86203201910565
2018,Iraq,IRQ,227367469034.031,2.63385099105624,5915.85085369644,..,..,8.39196854875885,5.25976313291939,434128,70.454,2.85159946518623
2020,Iraq,IRQ,166756984395.973,-15.6730927866074,4145.86293637602,..,..,..,..,434128,..,4.05475251228023
2019,Iraq,IRQ,235097182233.503,5.95732750325479,5980.6269179797,..,..,0.00815621397837221,0.00583314613158625,434128,70.604,3.38219585006553
2018,Ireland,IRL,384853685231.018,9.03016110018034,79068.9746116787,..,87.00014011,6.91881131144246,6.65241433417177,68890,82.2560975609756,0.286862381839764
2019,Ireland,IRL,399122063504.148,4.91700697830244,80886.6157387104,..,87.00005524,5.6349485893759,5.26015655182961,68890,82.3024390243903,0.279145285726503
2017,Ireland,IRL,334602299873.029,8.940012771816,69601.683881773,31.4,84.11400706,8.10502004558999,8.02590913804907,68890,82.1560975609756,0.304141143329011
2016,Ireland,IRL,298725229419.215,2.04223252701499,62818.9663649805,32.8,83.5,8.84859581346609,8.82202200041766,68890,81.6536585365854,0.334441787964128
2020,Ireland,IRL,425888950992.003,5.86697550911293,85267.7647437582,..,91.99989097,..,..,68890,..,0.287487700393757
2016,Isle of Man,IMN,6846691871.45558,6.95231147466393,82197.12677026,..,..,..,..,570,..,..
2017,Isle of Man,IMN,6979581724.58172,4.68881118740123,83477.834285154,..,..,..,..,570,..,..
2020,Isle of Man,IMN,..,..,..,..,..,..,..,570,..,..
2019,Isle of Man,IMN,7315388052.08067,0.254861320470297,86481.5525905339,..,..,..,..,570,..,..
2018,Isle of Man,IMN,7491969312.87525,2.21340399216221,89112.6677158571,..,..,..,..,570,..,..
2019,Israel,ISR,397934596952.56,3.77358980957163,43951.2477305677,..,86.78787762,5.93933027796698,6.70952724590932,21640,82.8048780487805,5.1929328296119
2017,Israel,ISR,355277223507.485,4.37704442820299,40774.1296073227,..,81.58118359,5.92919941448561,6.23786698891962,21640,82.5512195121951,5.52874121005764
2016,Israel,ISR,319024417316.889,4.46275381784649,37330.261796968,39,79.65312418,5.91949044162744,6.25267792181727,21640,82.4073170731707,5.48511716730168
2020,Israel,ISR,407100736594.064,-2.15342848939964,44168.9436355026,..,..,..,..,21640,..,5.62452693315313
2018,Israel,ISR,373641241440.789,3.98342459356549,42063.4531274811,..,83.73315696,6.45449229995008,7.19394789386169,21640,82.8024390243903,5.33188467038149
2017,Italy,ITA,1956950469673.29,1.66785904106857,32326.6742113994,35.9,63.077347,8.57873041823207,9.16870135049449,294140,82.9463414634147,1.35737055917772
2020,Italy,ITA,1888709443687.48,-8.93859250023444,31714.2209467105,..,..,..,..,297730,..,1.56752489076344
2016,Italy,ITA,1875797463583.87,1.29346273155907,30939.7142462298,35.2,61.32425277,8.84123739438539,9.4488865585995,294140,83.2439024390244,1.33483525169556
2019,Italy,ITA,2009383867307.45,0.410278293983012,33641.6337513622,..,76.1,7.81620527381234,8.15395438195683,297730,83.1975609756098,1.3165669784612
2018,Italy,ITA,2090910879119.33,0.925810941012742,34605.2627252058,..,74.38718292,8.42382069961557,8.96131295329763,297730,83.3463414634146,1.35954275146944
2020,Jamaica,JAM,13812425036.5864,-10,4664.53024222133,..,..,..,..,10830,..,1.73506093982142
2018,Jamaica,JAM,15730793852.7913,1.88992368121086,5359.99378939638,..,68.21451709,23.9951260207047,20.5391339389499,10830,74.368,1.34909410742407
2016,Jamaica,JAM,14077109396.8584,1.37522306445538,4843.74989999401,..,44.36685637,30.2028490870072,27.8779355861817,10830,74.175,0.954824791537478
2017,Jamaica,JAM,14808989993.3185,0.997123062335191,5070.0995030616,..,55.07206705,26.7555873993556,24.1061646986402,10830,74.267,0.972264314134326
2019,Jamaica,JAM,15830768549.8916,0.892291653822227,5369.4983713849,..,..,24.1580592109669,20.2363171918331,10830,74.475,1.68726605991809
2020,Japan,JPN,5057758958706.64,-4.58550828070608,40193.2524448357,..,..,..,..,364500,..,0.996825438452519
