Year,Country Name,Country Code,Current GDP ($),GDP growth (annual %),GDP per capita ($),Gini index,%individuals using internet,Interest payments (% of expense),Interest payments (% of revenue),Land area (sq.km),Life expectancy at birth,Military expenditure (% of GDP)
2019,Middle East & North Africa,MEA,3406149805140.73,1.16101939004506,7458.02273649403,..,71.7590649863398,..,..,11223349,74.2705887609257,5.04355170448984
2018,Middle East & North Africa,MEA,3368284061892.69,1.47567706904941,7502.17678838347,..,64.3361082408948,..,..,11223349,74.0888330897789,5.57063544381718
2020,Middle East & North Africa (IDA & IBRD countries),TMN,1180179221398,-3.40415585372752,3015.70355079971,..,..,..,..,8635069,..,3.10551743609709
2018,Middle East & North Africa (IDA & IBRD countries),TMN,1303939963622.84,0.592702743538595,3446.05690469067,..,57.4325047461997,..,..,8635069,73.5836236325898,2.96289066188754
2016,Middle East & North Africa (IDA & IBRD countries),TMN,1388491277724.43,6.69231927375581,3794.44956816618,..,44.5832993604414,..,..,8635069,73.1935110582146,3.25200998158514
2017,Middle East & North Africa (IDA & IBRD countries),TMN,1368561900925.74,2.83124205755274,3677.60855157959,..,50.7162152239865,..,..,8635069,73.3900758435144,3.36656022540498
2019,Middle East & North Africa (IDA & IBRD countries),TMN,1326402130261.11,0.548480373177568,3447.243891381,..,66.1516882265722,..,..,8635069,73.7742356819193,2.98431700961522
2018,Middle East & North Africa (excluding high income),MNA,1320216563622.83,0.599138759396638,3447.44418508612,..,57.5553269097455,..,..,8641089,73.5873387037914,2.96289066188754
2016,Middle East & North Africa (excluding high income),MNA,1403896677724.43,6.71422054872393,3791.3026224359,..,44.7749078123452,..,..,8641089,73.1981752842958,3.25200998158514
2017,Middle East & North Africa (excluding high income),MNA,1384689900925.74,2.81672059902934,3676.93134292149,..,50.8747217496777,..,..,8641089,73.3942152265809,3.36656022540498
2019,Middle East & North Africa (excluding high income),MNA,1343535630261.11,0.556792432092962,3449.76562631738,..,66.2310938382717,..,..,8641089,73.7775893150047,2.98431700961522
2020,Middle East & North Africa (excluding high income),MNA,1195745981528.4,-3.4879147659418,3018.43365465049,..,..,..,..,8641089,..,3.10551743609709
2019,Middle income,MIC,31771082836908,3.98334783149134,5481.3737581515,..,52.7114935747376,9.12210732333009,9.38918966102365,79167322.2,72.0592737633762,1.83550697001903
2018,Middle income,MIC,30985606994094.4,4.84756092973649,5401.50349437534,..,44.2091751970109,9.98582071583972,9.69054589318944,79167322.2,71.8615870006226,1.82601533276389
2016,Middle income,MIC,26558023228732.3,4.65100991935941,4733.85135327723,..,37.9382491592899,9.22568245442033,8.44990896057082,79178654.9,71.4044962830357,1.9364165660121
2020,Middle income,MIC,30535343464998.6,-1.37966130484432,5216.9478914951,..,..,..,..,79167322.2,..,1.92951284052688
2017,Middle income,MIC,29186000510333.6,5.19884161800871,5143.3224741972,..,40.5182683218698,8.6279025919039,8.52576643367113,79178138.2,71.6533611966454,1.88397301704054
2016,Moldova,MDA,8071480540.86068,4.40888672378215,2880.43928129296,26.3,70.99999911,4.11926828290735,4.14266983120612,32880,71.617,0.340329872924391
2019,Moldova,MDA,11970233939.8808,3.68340426071718,4491.6888269382,..,..,2.7773904956894,2.76461159504898,32885.3,71.901,0.355073046756129
2020,Moldova,MDA,11915547262.6561,-6.96904715700302,4547.05972064671,..,..,..,..,32885.3,..,0.374838462518668
2018,Moldova,MDA,11456728401.3069,4.30147774180656,4230.3630367862,25.7,..,2.86473602851029,2.80211983866583,32885.3,71.808,0.326375109622501
2017,Moldova,MDA,9669759987.02633,4.69079339018722,3509.69345025814,25.9,76.12451989,4.02331814247427,3.8978595113632,32890,71.717,0.319318626147296
2018,Monaco,MCO,7194024563.06094,5.95627041970343,185978.609251356,..,..,..,..,2.027,..,..
2017,Monaco,MCO,6431314957.07185,-3.50096142186499,167517.059727856,..,97.05297684,..,..,2.027,..,..
2016,Monaco,MCO,6472990923.1791,3.45155104747225,170028.655717864,..,95.20817797,..,..,2.027,..,..
2020,Monaco,MCO,6816219303.25528,-11.7527733755943,173688.189360292,..,..,..,..,2.027,..,..
2019,Monaco,MCO,7383745662.15157,6.90566549200324,189487.14712838,..,..,..,..,2.027,..,..
2020,Mongolia,MNG,13312981594.573,-4.55775197337685,4060.95051770038,..,62.50002848,..,..,1557255,..,0.765310217022435
2018,Mongolia,MNG,13178094459.4548,7.7448806201857,4156.8469697802,32.7,47.13000188,14.3761489730189,10.9362606304665,1557255,69.689,0.730921185734901
2019,Mongolia,MNG,14206359006.8095,5.60224421870959,4404.84583020208,..,51.07999408,..,..,1557255,69.87,0.707609532008215
2016,Mongolia,MNG,11181350461.4723,1.48978448504865,3658.39030030916,32.3,22.2657705,15.039245078118,18.266798069236,1557255.4,69.321,0.863495191202336
2017,Mongolia,MNG,11480847745.3187,5.63687638962695,3687.10000337811,..,23.71426517,17.4193666802714,16.0347927933999,1557255.4,69.509,0.765300910765107
2019,Montenegro,MNE,5542674317.06225,4.06294499167197,8910.65083414613,..,73.47666575,..,..,13450,76.884,1.40106974962787
2020,Montenegro,MNE,4769860740.74074,-15.3068937570407,7677.15222569996,..,81.36996541,..,..,13450,..,2.05345049845636
2018,Montenegro,MNE,5504166666.66667,5.0778888113381,8845.91421887296,..,71.51710049,..,..,13450,76.77,1.43362922962842
2017,Montenegro,MNE,4844592066.71174,4.71646527572034,7784.06528996557,..,71.27233254,..,..,13450,76.667,1.36277638600831
2016,Montenegro,MNE,4374128318.58407,2.94928032097511,7028.93657685094,38.5,69.88164684,..,..,13450,76.568,1.41127981632845
2020,Morocco,MAR,114725065285.149,-6.29325315954672,3058.69168866957,..,84.12036305,..,..,446300,..,4.28102888137034
2016,Morocco,MAR,103311649248.024,1.05985639008179,2896.72219562665,..,58.27123642,10.8772384237529,10.2502226418494,446300,75.974,3.21952644098666
2018,Morocco,MAR,118096227400.092,3.148502655914,3226.98279356862,..,64.80386519,9.98582071583972,9.41504965390079,446300,76.453,3.11858755477666
2019,Morocco,MAR,119870439113.662,2.60793549462446,3235.00066048238,..,74.37631447,10.164540087668,9.92660325327262,446300,76.68,3.09993597018717
2017,Morocco,MAR,109682728023.112,4.25460327324099,3035.45443323105,..,61.76221201,10.3921149476205,9.6760987609537,446300,76.218,3.18304123871317
2016,Mozambique,MOZ,11936999283.1791,3.82421431921188,428.926672944529,..,7,11.5714097788827,9.18024314560516,786380,58.309,0.929584557013743
2018,Mozambique,MOZ,14845870050.7092,3.44381383971462,503.317925171139,..,10.4,15.3081304224456,12.0509626586231,786380,60.163,1.33533654635569
2019,Mozambique,MOZ,15384701797.9863,2.31460601020051,506.641639083046,..,15.1,15.2732607257027,10.3209436363995,786380,60.854,1.41998694334012
2017,Mozambique,MOZ,13219084261.3664,3.74131759312564,461.415094120589,..,7.8,12.1816040143688,8.3041323056424,786380,59.309,0.987964415251795
2020,Mozambique,MOZ,14019446610.1963,-1.23390571070034,448.544280704982,..,..,..,..,786380,..,1.07768279337629
2020,Myanmar,MMR,79852046610.9676,3.17377440041078,1467.60428115143,..,..,..,..,652790,..,2.89260995931037
2016,Myanmar,MMR,60291738934.7783,10.5077807807102,1136.61066545868,..,..,8.52958213673693,7.59522767740611,653080,66.205,4.08656292130442
2019,Myanmar,MMR,68697761477.1818,6.7504601462238,1271.1115749486,..,..,10.2335200734128,9.55530955337015,652790,67.134,2.09498788954942
2018,Myanmar,MMR,67144726167.9303,6.404977325147,1250.17369130663,..,..,11.5813170575616,10.3799013458567,652790,66.867,2.30745700609346
2017,Myanmar,MMR,61449391917.1299,5.75006450029507,1151.11446155062,30.7,23.62108195,8.74538472079758,8.85396756453864,652790,66.558,3.64893211419969
2020,Namibia,NAM,10619194505.3543,-8.50014903765293,4179.27806560875,..,..,..,..,823290,..,3.27634353543113
2019,Namibia,NAM,12496781719.7752,-0.888099159557285,5009.68590391401,..,40.5,15.4869351668125,10.9337679526325,823290,63.708,3.09293264176138
2018,Namibia,NAM,13682062249.2236,1.05994347072928,5588.39286411942,..,40,9.99304975864994,9.96604213247808,823290,63.373,3.14065956263564
2016,Namibia,NAM,10721994676.6562,0.0337944502063294,4546.98668754958,..,31.03334594,7.71955249668611,8.44990896057082,823290,62.625,3.7725499640618
2017,Namibia,NAM,12895153160.466,-1.02725082701774,5367.11467444788,..,36.83740647,8.6279025919039,8.98760912311545,823290,63.021,3.34616994997332
2017,Nauru,NRU,109359680.217211,-5.74712643678161,10339.385479551,..,62.38512451,0,0,20,..,..
2020,Nauru,NRU,114626625.553023,1.14942528735634,10580.2681883905,..,..,..,..,20,..,..
2016,Nauru,NRU,99723394.9628767,3.57142857142858,9521.04210071383,..,..,0,0,20,..,..
2018,Nauru,NRU,124021393.690412,6.09756097560977,11614.665076832,..,..,0,0,20,..,..
2019,Nauru,NRU,118724073.809183,0,11029.7355824213,..,..,..,..,20,..,..
2018,Nepal,NPL,33111525182.7133,7.62237610539864,1178.52593245237,..,..,2.33130380158857,2.0224987596975,143350,70.478,1.53923402794861
2020,Nepal,NPL,33657175561.329,-2.08837869543885,1155.14285440358,..,..,..,..,143350,..,1.36358563365333
2019,Nepal,NPL,34186180694.9285,6.65705542802834,1194.95687572575,..,..,2.47349772435725,2.31696895226968,143350,70.778,1.37659517746483
2016,Nepal,NPL,24524098184.4236,0.433113719381524,899.523581017634,..,19.68876384,2.33731011905332,1.65503850042769,143350,69.848,1.70089772805931
2017,Nepal,NPL,28971589213.134,8.97727935643466,1048.45375534427,..,21.40351043,1.93277672346634,1.57633638032113,143350,70.169,1.70854454316297
2020,Netherlands,NLD,913865395789.886,-3.79863599268334,52397.1167129558,..,91.33333333,..,..,33670,..,1.42324474005631
2018,Netherlands,NLD,913597086062.599,2.36091509478513,53018.6293562696,28.1,91.89189189,2.26134013724421,2.16313033893635,33670,81.8121951219512,1.2166741818661
2019,Netherlands,NLD,910194347568.626,1.95558841574046,52476.2732533327,..,93.2885906,1.99909027384076,1.89049763882611,33670,82.0121951219512,1.32292992136966
2016,Netherlands,NLD,783528181704.567,2.19171371926123,46007.8529206547,28.2,90.4109589,2.86054654543743,2.85178994942585,33670,81.5609756097561,1.16362691769596
2017,Netherlands,NLD,831809944960.879,2.91090251315005,48554.9922761756,28.5,93.19727891,2.56952484041276,2.47069730253204,33670,81.7609756097561,1.15680366756712
2019,New Caledonia,NCL,9438127994.09456,..,34788.529281587,..,..,..,..,18280,77.6341463414634,..
2016,New Caledonia,NCL,8724568970.67891,..,32391.1972180394,..,..,..,..,18280,76.9317073170732,..
2020,New Caledonia,NCL,..,..,..,..,..,..,..,18280,..,..
2018,New Caledonia,NCL,9846920284.01006,..,36382.487655681,..,..,..,..,18280,77.4341463414634,..
2017,New Caledonia,NCL,9173669999.5986,..,33976.5555540689,..,82.0058408,..,..,18280,77.5390243902439,..
2019,New Zealand,NZL,212891048340.608,1.63393261347822,42755.2162634522,..,..,3.60027966773202,3.29334371917057,263310,81.7073170731707,1.42603422970321
2020,New Zealand,NZL,210700848973.509,1.86285153314982,41441.4666667011,..,..,..,..,263310,..,1.54255251624505
2018,New Zealand,NZL,212225726657.864,3.20574787992723,43306.0700032372,..,..,3.85141139579976,3.56094353398873,263310,81.8585365853659,1.23108197029517
2017,New Zealand,NZL,206950600690.395,3.61328155307372,42992.8952738896,..,90.81109307,4.06533374610853,3.76989943651444,263310,81.6585365853659,1.14630692274526
2016,New Zealand,NZL,188943457301.474,3.73007989347536,40080.4941137172,..,88.47018635,4.27027369308774,4.03535281358617,263310,81.6124390243903,1.13104412748776
2016,Nicaragua,NIC,13286083644.8761,4.56295442923394,2107.5740596602,..,24.57183396,6.02346919306166,5.33317304856475,120340,73.86,0.639876675817232
2020,Nicaragua,NIC,12621505382.6062,-1.97732939329578,1905.26115155921,..,..,..,..,120340,..,0.654150809485012
2019,Nicaragua,NIC,12611218627.0632,-3.67479457842713,1926.69969398276,..,..,7.81864975800426,6.60887250028024,120340,74.485,0.60687567885627
2018,Nicaragua,NIC,13025239912.2751,-3.36368764606334,2014.57518879047,..,..,6.57270340869119,6.27948957877232,120340,74.275,0.622743176013952
2017,Nicaragua,NIC,13785876629.3189,4.63253398090997,2159.15671369193,..,27.86304001,6.4178857199922,5.65900302345023,120340,74.068,0.623899055393545
2017,Niger,NER,11185102399.5762,5.00135994506591,517.771572271371,..,10.22431156,..,..,1266700,61.599,2.48694577737155
2016,Niger,NER,10398862244.9737,5.74089315058157,500.214911266535,..,4.32275803,..,..,1266700,61.137,2.18530621709499
2020,Niger,NER,13741378450.136,3.58000640281861,567.669892261611,..,..,..,..,1266700,..,2.44726901984579
2018,Niger,NER,12808660528.0617,7.21080300824623,570.723921953592,..,..,..,..,1266700,62.024,2.47194055775459
2019,Niger,NER,12916455161.1081,5.94139686297071,554.099389259855,..,..,..,..,1266700,62.42,2.6510438589878
2017,Nigeria,NGA,375746469538.666,0.805886619542704,1968.56539847444,..,28,..,..,910770,53.95,0.430671215107113
2019,Nigeria,NGA,448120428858.769,2.2084292771582,2229.8586518613,..,33.6,..,..,910770,54.687,0.459170521718203
2018,Nigeria,NGA,397190484464.308,1.92275734157302,2027.77854863842,35.1,31.9,..,..,910770,54.332,0.506944514455417
2020,Nigeria,NGA,432293776262.398,-1.79425308233591,2097.09247289022,..,..,..,..,910770,..,0.627907834927415
2016,Nigeria,NGA,404650006428.613,-1.61686894991816,2176.00277201515,..,25.67,..,..,910770,53.541,0.432947779754236
2016,North America,NAC,20279970339907.4,1.6548181412017,56451.5175005901,..,86.1149971071056,8.55176789208886,9.59916986859521,18113064,78.8773349028289,3.24899801718765
2018,North America,NAC,22344414455783,2.97807850490454,61391.2697688724,..,89.1241000784054,9.02384616383698,10.4661428918614,18113064,78.9867913071173,3.16241970558448
2020,North America,NAC,22605296107568.4,-3.54858660544932,61502.0959453876,..,..,8.05044509810486,15.0626429332234,18113064,..,3.57179335084165
2019,North America,NAC,23182723855482.3,2.13854121090904,63342.982181708,..,90.151984156435,9.07288526246965,10.7370852768078,18113064,79.1233025829812,3.26561086746855
2017,North America,NAC,21199387143244.1,2.38833208138247,58605.3442919246,..,87.8276294994968,8.40278648075071,9.10786807620426,18113064,78.879092460527,3.16070776509342
2017,North Macedonia,MKD,11307058382.3435,1.08177273813243,5450.4928808666,34.2,74.51682418,4.84717245452031,4.92256305811206,25220,75.589,0.895041406541028
2018,North Macedonia,MKD,12683070061.4695,2.88059670964267,6108.74010831698,33,79.16775519,4.18032323157896,4.27748024077677,25220,75.688,0.943108732670231
2020,North Macedonia,MKD,12263710122.7645,-5.20844405705904,5917.26257545221,..,81.40553811,..,..,25220,..,1.28419888219991
2019,North Macedonia,MKD,12606338448.547,3.91041953840173,6070.38805358275,..,81.41288276,3.93978540540386,4.0626270666968,25220,75.797,1.1645941160868
2016,North Macedonia,MKD,10672471860.7184,2.84820519363306,5149.58907435906,34.5,72.15681447,4.15808051187906,4.28685732982915,25220,75.498,0.970115977909212
2017,Northern Mariana Islands,MNP,1560000000,23.1707317073171,27584.7435149329,..,..,..,..,460,..,..
2018,Northern Mariana Islands,MNP,1302000000,-19.3450114242194,22886.6740494647,..,..,..,..,460,..,..
2020,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,460,..,..
2016,Northern Mariana Islands,MNP,1230000000,29.2121212121212,21891.1847936355,..,..,..,..,460,..,..
2019,Northern Mariana Islands,MNP,1182000000,-11.1425873465534,20659.6402915421,..,..,..,..,460,..,..
2018,Norway,NOR,436999692591.454,1.11882847945122,82267.809316159,27.6,96.49165799,0.956776421399281,0.764340918733344,365107.85,82.7585365853659,1.72624440755227
2016,Norway,NOR,368827142857.143,1.07155897720727,70460.5605323322,28.5,97.29820367,0.932108396566817,0.819808948006554,365145.73,82.4073170731707,1.6266814884247
2019,Norway,NOR,404941363636.364,0.745798219243483,75719.7528965342,..,98.00000439,0.904440010891501,0.742454114873086,365107.85,82.9073170731707,1.85308175339247
2017,Norway,NOR,398393955268.99,2.32329020838249,75496.7540581998,27,96.3576013,0.791375130943188,0.678010370040683,365122.96,82.609756097561,1.71949716299962
2020,Norway,NOR,362198318435.26,-0.717182669244792,67329.6777910967,..,97.00000121,..,..,365107.85,..,1.93661989782264
2017,Not classified,INX,..,..,..,..,..,..,..,..,..,..
2016,Not classified,INX,..,..,..,..,..,..,..,..,..,..
2020,Not classified,INX,..,..,..,..,..,..,..,..,..,..
2018,Not classified,INX,..,..,..,..,..,..,..,..,..,..
2019,Not classified,INX,..,..,..,..,..,..,..,..,..,..
2017,OECD members,OED,50501618709816.2,2.50892810049228,37407.2643344896,..,81.4642519220525,4.30541422506053,4.13820667057948,35507720.04,80.0046055183483,2.17395808913902
2020,OECD members,OED,52392675685741.2,-4.46914256276541,38218.8723741986,..,..,..,..,35511888.359,..,2.48783001766789
2016,OECD members,OED,48397984326277.6,1.85169792706567,36072.0844579063,..,79.8399601392512,4.67060940413337,4.64383114898787,35507743.36,79.9602969591839,2.21093062971701
2019,OECD members,OED,53983129759722.6,1.74139062747571,39552.6617963179,..,85.0806864918681,3.76229248476469,3.69763332721135,35511888.359,80.2050898906991,2.26590829460418
2018,OECD members,OED,53469075642165.5,2.37300970674836,39372.8359198699,..,83.2456203125267,4.04108623203162,3.91463401307018,35511888.359,80.1045337094175,2.18277105322379
2019,Oman,OMN,88060858257.4772,-1.12920645748066,17700.7034900714,..,90.3,..,..,309500,77.861,8.63769124071412
2020,Oman,OMN,73971391417.4252,-3.2009359899042,14485.3861157973,..,95.23229327,..,..,309500,..,10.8708929599384
2018,Oman,OMN,91505851755.5267,1.28710391543288,18947.3664959773,..,85.5,..,..,309500,77.633,9.5429582801597
2017,Oman,OMN,80856697009.1027,0.304057565922449,17329.1854626719,..,80.18563573,..,..,309500,77.393,9.63578793806571
2016,Oman,OMN,75128738621.5865,5.04642394571691,16772.7392134801,..,76.84539047,..,..,309500,77.142,12.1195481644179
2017,Other small states,OSS,398011979849.432,1.23785863289329,13201.5186944606,..,54.6199083883551,4.68628417206451,3.00245702005385,2031705,68.2286772592013,..
2020,Other small states,OSS,375853309054.965,-5.10758029449292,11766.9737392939,..,..,..,..,2032281,..,..
2019,Other small states,OSS,432772412402.879,2.09689808924355,13799.5866939806,..,64.8896677908527,6.2858287441372,5.01003082954998,2032281,68.8218761881033,..
2016,Other small states,OSS,365871050813.934,2.98501611199116,12384.397390261,..,50.454923213018,7.16425582964423,4.41663111807083,2031704,67.8356000568533,..
2018,Other small states,OSS,441549513063.081,2.2091135894421,14354.4467109094,..,62.262723796393,5.93311930156326,3.09323446559773,2032281,68.5468133901557,..
2020,Pacific island small states,PSS,9530487871.90819,-9.89531172078411,3768.54335734646,..,..,..,..,64200,..,..
2016,Pacific island small states,PSS,9456355295.65444,3.72949132885903,3963.69237254896,..,30.2360645065719,..,..,64200,69.6137420467649,..
2017,Pacific island small states,PSS,10212037558.4144,4.34811054699577,4220.25656123686,..,32.727667615211,..,..,64200,69.7742832547289,..
2018,Pacific island small states,PSS,10656209172.6383,2.9175472764865,4340.02074365313,..,..,..,..,64200,69.9290487994467,..
2019,Pacific island small states,PSS,10641343380.1528,0.91132611409644,4270.4110635243,..,..,..,..,64200,70.079731488335,..
2019,Pakistan,PAK,279056608888.638,1.14474960525021,1288.55632450434,..,17.07090203,..,..,770880,67.273,4.10881635812999
2016,Pakistan,PAK,278654637737.69,5.52673584474448,1368.42696140417,..,12.38544676,..,..,770880,66.77,3.59474546951394
2017,Pakistan,PAK,304567253219.097,5.55427743729406,1464.9261954181,..,13.78,..,..,770880,66.947,3.77444886134427
2018,Pakistan,PAK,314567541558.339,5.83641749754401,1482.21306651797,31.6,15.34,..,..,770880,67.114,4.12913136448543
2020,Pakistan,PAK,262610002938.509,-0.935389532589809,1188.85975692162,..,..,..,..,770880,..,4.02471400579356
2016,Palau,PLW,298300000,-0.0833637300741401,16835.9860029349,..,..,0.363276023608917,0.359743337526737,460,..,..
2018,Palau,PLW,284700000,-0.107219442458899,15895.2598961532,..,..,0.373626141058328,0.345746446704978,460,..,..
2019,Palau,PLW,274200000,-1.89624329159213,15232.4870840509,..,..,0.460105091123805,0.46934488643823,460,..,..
2017,Palau,PLW,285300000,-3.28378845489111,16019.9898927509,..,..,0.378112856513728,0.398748859405949,460,..,..
2020,Palau,PLW,257700000,-9.73741794310722,14243.8646915764,..,..,..,..,460,..,..
2017,Panama,PAN,62202725204.4646,5.59132827378306,15146.4085115348,49.9,59.9506309,12.0709038252027,12.3830043800858,74120,78.149,0
2018,Panama,PAN,64929409212.4566,3.68534434861736,15544.9990788449,49.2,61.80553132,12.641006783401,12.8544063189977,74177,78.329,0
2020,Panama,PAN,53977036995.1729,-17.9448639999999,12509.8352901414,..,..,..,..,74177,..,0
2019,Panama,PAN,66984427150.321,2.97971546082071,15774.2549406847,49.8,63.62841477,..,..,74177,78.506,0
2016,Panama,PAN,57907695408.9392,4.95343493687773,14343.9802572159,50.4,54,12.5964946720995,13.4447326193437,74120,77.964,0
2019,Papua New Guinea,PNG,24751344552.2057,4.48043060824274,2820.30639650689,..,..,13.2650939070869,15.3550416808948,452860,64.501,0.362281248664971
2020,Papua New Guinea,PNG,24668899683.4299,-3.50000000000009,2757.21752973696,..,..,..,..,452860,..,0.416646928068257
2017,Papua New Guinea,PNG,22742613553.6879,3.53461081750459,2695.24900855956,..,11.20919659,12.6797539170562,13.2311659734851,452860,64.01,0.403221124224947
2016,Papua New Guinea,PNG,20759069103.0961,5.48957315278187,2509.62963689931,..,9.601538462,10.4365786487969,11.9030472673539,452860,63.744,0.417619817343255
2018,Papua New Guinea,PNG,24109509852.7402,-0.279252284959952,2801.37139302915,..,..,12.7471599850977,13.1571865497544,452860,64.263,0.376216770473365
2020,Paraguay,PRY,35670301496.1061,-0.565695446951935,5001.07276045191,..,74.51524041,..,..,397300,..,1.04212639629652
2017,Paraguay,PRY,38997129473.5558,4.81007885554041,5678.8699722,48.5,61.07575622,4.02657834585498,3.30957452177932,397300,73.992,0.892393871863996
2018,Paraguay,PRY,40225448340.6322,3.20425034076639,5782.78454981286,46,64.99354302,4.16604570977845,3.84964165306228,397300,74.131,0.957366156716319
2016,Paraguay,PRY,36089550659.0914,4.26802583314583,5324.60906777777,47.9,53.40412748,3.64843682646105,3.11362929070123,397300,73.836,0.951883544944449
2019,Paraguay,PRY,37906944074.6128,-0.40185510068001,5380.9633218413,45.7,68.51762842,4.9070696308366,4.69309828679602,397300,74.254,0.968225095966848
2017,Peru,PER,211007207483.515,2.51883544233135,6710.50760214164,43.3,50.45041218,5.64387528843763,6.25417597026093,1280000,76.286,1.24631280351362
2019,Peru,PER,228470919605.669,2.2039747486556,7027.61220697723,41.5,59.95050106,6.28370910162374,6.48023467717779,1280000,76.736,1.1927731839369
2020,Peru,PER,202014363787.233,-11.1488118768393,6126.87453978867,..,65.25179879,..,..,1280000,..,1.34005851443965
2016,Peru,PER,191895943823.887,3.95331871520767,6204.9964574796,43.6,45.46174069,5.53776147634703,5.74268048422122,1280000,76.044,1.30478439857133
2018,Peru,PER,222574697255.522,3.96915687018075,6957.79341149359,42.4,55.05433424,6.32905734450731,6.51096053449785,1280000,76.516,1.17498635616252
2018,Philippines,PHL,346842094174.513,6.34148557148761,3252.11027410024,42.3,..,13.4522955171342,12.3200506689359,298170,71.095,0.819584673820235
2017,Philippines,PHL,328480867143.204,6.93098832586378,3123.24564174845,..,..,13.778044379411,12.5608087364767,298170,70.952,1.24707707471824
2020,Philippines,PHL,361489325230.731,-9.57302987461006,3298.82958569657,..,..,..,..,298170,..,1.01242392260698
2019,Philippines,PHL,376823278560.849,6.11852566256255,3485.3408438977,..,46.88,12.4625518058534,11.5052042052437,298170,71.231,0.920263121580689
2016,Philippines,PHL,318626761492.305,7.1494567495987,3073.65468570946,..,..,15.1574623055515,14.0344101731257,298170,70.802,1.04558514673889
2016,Poland,POL,472630364208.177,3.14172577829697,12447.4395912808,31.2,73.3007041,4.61346268486584,4.89323116636986,306190,77.8512195121951,1.93846267776486
2018,Poland,POL,587411745161.558,5.35370335471698,15468.4822194105,30.2,77.54173454,4.03760750233884,3.91463401307018,306170,77.6024390243903,2.04957212987643
2020,Poland,POL,596624355719.671,-2.5406586820496,15720.994663556,..,86.83692746,..,..,306170,..,2.21735066133432
2017,Poland,POL,526508877305.321,4.8306560054433,13864.6817579973,29.7,75.98536595,4.30541422506053,4.39890714463902,306190,77.7536585365854,1.89493098674011
2019,Poland,POL,597280564671.563,4.74495015589534,15732.2031311754,..,80.43590724,3.73593887971743,3.69763332721135,306170,77.8560975609756,1.97574634857663
2019,Portugal,PRT,239986922638.902,2.68275992118076,23330.817288932,..,75.34637155,7.76975231035373,7.92163481460096,91605.6,80.6829268292683,1.83576972918824
2017,Portugal,PRT,220811110492.149,3.5063452848124,21437.3475036794,33.8,73.79121395,9.17747502152479,10.11367749579,91605.6,81.4243902439025,1.68333673597554
2020,Portugal,PRT,228539245045.341,-8.44245642824731,22176.2967116929,..,78.26165705,..,..,91605.6,..,2.1405632850741
2016,Portugal,PRT,206286022781.894,2.01948539561312,19978.401214968,35.2,70.42356709,10.1555036973199,11.0183007223224,91605.6,81.1243902439025,2.00412428217476
2018,Portugal,PRT,242194788533.537,2.84932593436179,23551.0482905614,33.5,74.66096815,8.63773641771224,8.88833445491217,91605.6,81.3243902439024,1.79596979596337
2019,Post-demographic dividend,PST,50983772698324.3,1.70022409954642,45819.4800834415,..,87.9140988201519,3.56248685712201,3.39408905519758,31348558.259,80.7947223441513,2.30651489303838
2020,Post-demographic dividend,PST,49594473170967.9,-4.67961924265012,44475.1891667213,..,..,..,..,31348558.259,..,2.53076362885133
2017,Post-demographic dividend,PST,47592585202958.4,2.38147451769881,43033.4407976666,..,84.4082058504169,4.16069754652764,4.04169822314942,31344837.84,80.5969221028198,2.21501422298374
2018,Post-demographic dividend,PST,50485659285623,2.28049161241219,45492.8020181508,..,86.1566038907562,3.76451779713447,3.67640407075605,31348558.259,80.6937510874065,2.21766717185463
2016,Post-demographic dividend,PST,45663052438816.6,1.77085281494355,41442.7623830607,..,83.1870954208654,4.52859101690812,4.33274674039728,31345078.86,80.5491995234936,2.25506307892306
2020,Pre-demographic dividend,PRE,1293147607836.51,-3.07114847702088,1332.04921124593,..,..,..,..,20270500.838,..,1.51598698736678
2018,Pre-demographic dividend,PRE,1344631255020.84,2.53216967741388,1462.37418055451,..,22.8556661361461,9.82261638530743,8.79055425015972,20270500.838,60.8209419966658,1.40000509942988
2019,Pre-demographic dividend,PRE,1407737206758.23,3.2937999314308,1489.82232270768,..,25.1718867228588,..,..,20270500.838,61.1759780623445,1.4353323937675
2017,Pre-demographic dividend,PRE,1258665620177.51,1.56630767410422,1407.09692915787,..,20.6215075561664,8.10560061332236,6.74907431040171,20270522.033,60.4274565443409,1.63586203675121
2016,Pre-demographic dividend,PRE,1205554683338.89,2.29966720331558,1385.78491841895,..,17.0405612226225,7.93005773779297,5.66706840187415,20270524.303,59.9919322491828,1.55378627328917
2016,Puerto Rico,PRI,104336700000,-1.26300292505279,30627.1634017011,..,68.6438072,..,..,8870,79.4949756097561,..
2017,Puerto Rico,PRI,103445526000,-2.88595475858821,31108.7605697675,..,68.74077314,..,..,8870,79.6345365853659,..
2018,Puerto Rico,PRI,100925000000,-4.14747474747475,31604.7015144578,..,70.85639974,..,..,8870,79.7781951219512,..
2020,Puerto Rico,PRI,103138300000,-3.90330519298465,32290.9211360931,..,..,..,..,8870,..,..
2019,Puerto Rico,PRI,104914600000,1.48481463527726,32850.5486123592,..,77.73643937,..,..,8870,79.928512195122,..
2018,Qatar,QAT,183334953818.681,1.23487220191065,65907.9484350408,..,99.65284913,..,..,11490,80.1,..
2016,Qatar,QAT,151732181868.132,3.06419188430156,57162.9680117767,..,95.12466217,..,..,11490,79.868,..
