Year,Country Name,Country Code,GDP (current $),"Compulsory education, duration (years)","Current education expenditure, primary (% of total expenditure in primary public institutions)","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","Current education expenditure, total (% of total expenditure in public institutions)","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed primary, population 25+ years, total (%)","Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",Expenditure on primary education (% of government expenditure on education),Expenditure on secondary education (% of government expenditure on education),Expenditure on tertiary education (% of government expenditure on education),"Government expenditure on education, total (% of GDP)","Government expenditure on education, total (% of government expenditure)"
2017,Latin America & Caribbean,LCN,5830526163632.23,13,95.0100326538086,95.0055313110352,95.7997703552246,..,..,..,..,..,..,..,..,..,..,..,..,4.42176485061646,17.577299118042
2020,Latin America & Caribbean,LCN,4725519821856.69,13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Latin America & Caribbean (excluding high income),LAC,4905598920400.61,13.5,96.7341384887695,97.1097564697266,96.6931037902832,96.9330520629883,..,..,..,..,..,..,..,..,..,..,..,4.09145987033844,16.3631048202515
2017,Latin America & Caribbean (excluding high income),LAC,5047188672357.17,13.5,94.1528549194336,93.0345573425293,95.7997703552246,95.5914764404297,..,..,..,..,..,..,..,..,..,..,..,4.43795490264892,17.577299118042
2020,Latin America & Caribbean (excluding high income),LAC,4035270946811.09,13.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.9588003158569
2019,Latin America & Caribbean (excluding high income),LAC,4849397095732.19,13.5,96.3338165283203,94.6719207763672,..,..,..,..,..,..,..,..,..,..,..,..,..,4.04276990890503,15.7252850532532
2016,Latin America & Caribbean (excluding high income),LAC,4527263970326.23,13.5,96.4411964416504,95.0623207092285,95.1212463378906,94.9169692993165,..,..,..,..,..,..,..,..,35.87399,32.94466,20.36758,4.36275005340576,17.9047145843506
2017,Latin America & the Caribbean (IDA & IBRD countries),TLA,5590908813814.5,14,95.0100326538086,95.0055313110352,95.7997703552246,95.5914764404297,..,..,..,..,..,..,..,..,..,..,..,4.42176485061646,17.577299118042
2016,Latin America & the Caribbean (IDA & IBRD countries),TLA,5014502216212.06,14,96.4411964416504,96.499038696289,95.1059684753418,95.8936767578125,..,..,..,..,..,..,..,..,34.8408,32.94466,21.091,4.36275005340576,17.0281496047973
2018,Latin America & the Caribbean (IDA & IBRD countries),TLA,5462065046113.99,14,96.3866882324219,97.1097564697266,95.152515411377,96.3474578857422,..,..,..,..,..,..,..,..,..,..,..,4.25442981719971,16.1483592987061
2019,Latin America & the Caribbean (IDA & IBRD countries),TLA,5376512716922.1,14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.04276990890503,14.6086902618408
2020,Latin America & the Caribbean (IDA & IBRD countries),TLA,4478206456171.96,14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.9588003158569
2020,Latvia,LVA,33707320816.3036,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Latvia,LVA,30408509601.8003,11,87.6732177734375,88.6588363647461,94.3040008544922,88.6027526855469,..,..,..,..,..,..,..,..,..,..,..,4.37029981613159,11.9676303863525
2018,Latvia,LVA,34412210812.2783,11,83.1430969238281,82.2578430175781,83.8821334838867,84.5362167358398,30.0282802581787,..,43.5797996520996,100,33.0747489929199,90.3030319213867,14.6020202636719,1.10706996917725,..,..,..,4.24517011642456,11.1475095748901
2016,Latvia,LVA,28064533352.2849,11,89.013542175293,90.8116683959961,96.2135162353516,90.6947708129883,29.1061897277832,99.238639831543,38.7738914489746,..,31.3902797698975,88.7302703857422,11.6028203964233,0.412400007247925,32.01818,33.40473,16.04117,4.65953016281128,12.89328956604
2019,Latvia,LVA,34308783825.3019,11,..,..,..,..,30.9353103637695,..,48.3395118713379,100,33.9761009216309,90.9270706176758,17.0333690643311,..,..,..,..,..,..
2019,Least developed countries: UN classification,LDC,1107362458211.5,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.08948993682862,..
2020,Least developed countries: UN classification,LDC,1114278182953.05,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Least developed countries: UN classification,LDC,1025443701461.53,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.45445001125336,15.0576548576355
2016,Least developed countries: UN classification,LDC,936300776403.567,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.93502998352051,13.1072101593018
2018,Least developed countries: UN classification,LDC,1063215566761.73,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.29086494445801,14.6441402435303
2017,Lebanon,LBN,53324800958.6119,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.13294005393982,7.14754009246826
2019,Lebanon,LBN,51953744507.4091,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.59202003479004,8.14395046234131
2018,Lebanon,LBN,55276157552.246,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.52447009086609,8.04745006561279
2016,Lebanon,LBN,51389318290.8642,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.12392997741699,7.14896011352539
2020,Lebanon,LBN,31735217784.5445,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.89828968048096
2019,Lesotho,LSO,2366213068.57507,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.80014991760254,13.1358604431152
2018,Lesotho,LSO,2514146887.91664,7,96.5161209106445,96.4000625610352,100,96.5287628173828,..,..,..,..,..,..,..,..,55.95786,30.06448,7.40778,7.28535985946655,14.1297998428345
2020,Lesotho,LSO,1875227642.47384,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.37501001358032,13.7912197113037
2016,Lesotho,LSO,2114323793.98266,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.76074981689453,13.9976396560669
2017,Lesotho,LSO,2306843528.52853,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.15688991546631,15.115309715271
2016,Liberia,LBR,3398419600,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.14812994003296,..
2019,Liberia,LBR,3319596500,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.27039003372192,..
2017,Liberia,LBR,3390703400,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.76128005981445,8.34193992614746
2020,Liberia,LBR,3201187800,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.30928993225098,..
2018,Liberia,LBR,3422754800,6,..,..,..,..,..,..,..,..,..,..,..,..,42.38775,53.44416,..,2.58412003517151,8.14778995513916
2016,Libya,LBY,26197143268.1243,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Libya,LBY,37883243650.452,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Libya,LBY,52091152228.3425,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Libya,LBY,25418916028.8964,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Libya,LBY,52607888717.9487,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Liechtenstein,LIE,6237264055.20601,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Liechtenstein,LIE,6474256118.61481,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Liechtenstein,LIE,..,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Liechtenstein,LIE,6839145106.86164,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Liechtenstein,LIE,6684443550.01006,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Lithuania,LTU,53724663842.5623,11,92.3411407470703,93.540657043457,93.7503433227539,93.5996475219727,..,..,..,..,..,..,..,..,..,..,..,3.89495992660522,11.742730140686
2019,Lithuania,LTU,54697379017.3332,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Lithuania,LTU,47640770634.427,11,94.606559753418,94.6543273925781,92.5234527587891,94.5356292724609,34.5394706726074,95.6007766723633,54.6428489685059,99.0762023925781,..,87.3072128295898,13.3521699905396,0.624520003795624,..,..,..,3.81220006942749,11.7656402587891
2020,Lithuania,LTU,56546957475.4912,11,..,..,..,..,38.103458404541,96.6112670898438,58.0381202697754,99.2120971679688,..,89.8658065795898,14.590950012207,0.852439999580383,..,..,..,..,..
2016,Lithuania,LTU,43018087237.5741,10,92.8103408813477,92.4404678344727,92.4194869995117,93.1268081665039,33.9425315856934,95.1781692504883,53.2520294189453,99.0842132568359,..,86.2218475341797,13.4428100585938,0.58772999048233,18.8941,38.62685,20.5208,4.004310131073,12.025239944458
2016,Low & middle income,LMY,26945295092752.2,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.80339503288269,15.0634803771973
2018,Low & middle income,LMY,31412370428414.3,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.71429991722107,15.1350598335266
2017,Low & middle income,LMY,29595883137001.7,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.92026996612549,15.68577003479
2020,Low & middle income,LMY,30993151083682.1,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Low & middle income,LMY,32220208388558.1,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.66319990158081,14.1593904495239
2016,Low income,LIC,387204228271.268,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.82907497882843,13.4974398612976
2017,Low income,LIC,409137806152.78,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.98144006729126,14.3444204330444
2020,Low income,LIC,459729949563.423,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Low income,LIC,425614516516.61,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.19979000091553,15.8293504714966
2019,Low income,LIC,448440169081.511,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.21377992630005,..
2019,Lower middle income,LMC,7735772656431.27,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.7992000579834,14.2790751457214
2018,Lower middle income,LMC,7346924046154.44,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.97974491119385,15.735710144043
2020,Lower middle income,LMC,7384772400818.06,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Lower middle income,LMC,7246520795601.96,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.37884497642517,16.0652093887329
2016,Lower middle income,LMC,6737458245945.12,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.10197019577026,16.1110401153564
2016,Luxembourg,LUX,62174650367.2216,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Luxembourg,LUX,70195715495.5136,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Luxembourg,LUX,73353132793.7076,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Luxembourg,LUX,71250208995.6425,12,91.4221878051758,89.1980285644531,92.8831329345703,90.6311798095703,..,..,..,..,..,..,..,..,..,..,..,3.66626000404358,8.68144989013672
2017,Luxembourg,LUX,65549868206.9418,12,90.9988327026367,90.6685562133789,92.8747711181641,91.1174392700195,..,..,..,..,..,..,..,..,..,..,..,3.56959009170532,8.47449970245361
2017,"Macao SAR, China",MAC,50440941938.6992,10,..,..,93.6737670898438,92.6362762451172,..,..,..,..,..,..,..,..,..,..,37.12156,2.70557999610901,14.1025695800781
2019,"Macao SAR, China",MAC,55204758069.5124,10,..,..,77.649543762207,79.4349670410156,..,..,..,..,..,..,..,..,..,..,..,3.06146001815796,16.5979499816895
2020,"Macao SAR, China",MAC,25586111076.3415,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,"Macao SAR, China",MAC,45070605746.0194,10,..,..,90.436897277832,91.9495315551758,..,73.3394165039063,26.3172092437744,89.8282089233398,23.8560104370117,51.9776382446289,..,..,..,..,39.27335,3.09854006767273,13.8348398208618
2018,"Macao SAR, China",MAC,55284360483.1217,10,..,..,80.178337097168,81.2330017089844,..,..,..,..,..,..,..,..,..,..,..,2.72788000106812,15.1596899032593
2020,Madagascar,MDG,13056079982.3887,5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.3206396102905
2016,Madagascar,MDG,11848613735.1908,5,..,..,93.8933792114258,..,..,..,..,..,..,..,..,..,..,..,0.00583,2.68719005584717,19.8381805419922
2019,Madagascar,MDG,14104664514.87,5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.94490003585815,16.4410991668701
2017,Madagascar,MDG,13176313593.5418,5,..,..,95.2106475830078,..,..,..,..,..,..,..,..,..,..,..,0.0058,2.8364200592041,15.8376998901367
2018,Madagascar,MDG,13760033096.5122,5,..,..,..,..,2.75500011444092,28.5201206207275,..,49.0766906738281,4.70568990707397,9.7143497467041,1.51721000671387,0.325960010290146,..,..,..,2.87452006340027,19.8180408477783
2020,Malawi,MWI,12182348212.7073,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.90761995315552,11.4976501464844
2018,Malawi,MWI,9880675785.93057,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.38193988800049,15.8293504714966
2017,Malawi,MWI,8943543677.18899,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.03133010864258,14.3444204330444
2016,Malawi,MWI,5433040159.88747,8,99.1433410644531,97.702262878418,92.1611785888672,96.9301681518555,..,..,..,..,..,..,..,..,43.92015,28.75596,23.10647,4.74856996536255,17.1988105773926
2019,Malawi,MWI,11025357837.607,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.71131992340088,14.5902395248413
2016,Malaysia,MYS,301255380276.258,6,98.1388092041016,91.685432434082,86.7398529052734,91.9291763305664,11.3065395355225,74.2072372436523,20.8830394744873,93.94287109375,18.8380794525146,58.3323707580566,1.58956003189087,0.258500009775162,33.78704,39.42596,23.3901,4.75192022323608,20.9357204437256
2019,Malaysia,MYS,365276282438.141,6,96.7981796264648,95.6382675170898,80.3488616943359,92.3803787231445,12.3861103057861,76.7779769897461,22.5514793395996,94.3737335205078,20.2880592346191,62.6133613586426,1.62221002578735,0.264580011367798,..,..,..,4.16339015960693,17.6856002807617
2020,Malaysia,MYS,337006066373.26,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.7574691772461
2017,Malaysia,MYS,319112136545.438,6,99.1616516113281,91.0579223632813,81.681510925293,92.0902099609375,..,..,..,..,..,..,..,..,33.75627,42.05227,20.9924,4.6753101348877,21.3158206939697
2018,Malaysia,MYS,358791603677.728,6,99.3965835571289,92.8581314086914,83.5316925048828,93.3609390258789,..,..,..,..,..,..,..,..,34.03561,41.36964,21.34708,4.47959995269775,19.6432590484619
2016,Maldives,MDV,4379136461.83077,7,99.0936126708984,99.1202087402344,99.9582672119141,99.3004379272461,..,..,..,..,..,..,..,..,36.39613,21.60521,20.58919,3.68701004981995,10.1574201583862
2018,Maldives,MDV,5300962659.51088,7,92.8887329101563,93.394416809082,..,..,..,..,..,..,..,..,..,..,..,..,..,3.91248989105225,11.3899002075195
2020,Maldives,MDV,3742769967.42798,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.5050401687622
2019,Maldives,MDV,5607762625.14627,7,99.2207489013672,99.2686004638672,..,..,..,..,..,..,..,..,..,..,..,..,..,4.12159013748169,12.0559501647949
2017,Maldives,MDV,4754175869.24027,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.88747000694275,11.3538103103638
2019,Mali,MLI,17280251193.9527,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.43867993354797,14.6360197067261
2016,Mali,MLI,14026048690.7312,9,97.7154693603516,96.3849487304688,93.9275283813477,96.3863296508789,1.58950996398926,7.7949800491333,4.94879007339478,12.8266696929932,2.05767011642456,5.64105987548828,..,0.062780000269413,39.57861,37.39832,21.74443,3.09477996826172,13.9038801193237
2018,Mali,MLI,17070866299.0945,9,..,..,..,..,2.24835991859436,10.0408096313477,6.18122005462646,15.6179399490356,2.81132006645203,7.11877012252808,..,0.110440000891685,..,..,..,3.88252997398376,15.8884201049805
2020,Mali,MLI,17465392915.9153,9,..,..,..,..,1.55983996391296,11.5809001922607,2.91932988166809,13.0011100769043,2.37153005599976,5.408860206604,1.01243996620178,0.0525300018489361,..,..,..,..,14.4661197662354
2017,Mali,MLI,15365714371.3316,9,97.2860870361328,96.5540618896484,97.4971389770508,97.0229721069336,..,..,..,..,..,..,..,..,44.67033,37.00151,17.28712,3.78976988792419,16.534330368042
2017,Malta,MLT,13221298307.8894,11,92.1300888061523,96.3548583984375,79.9773788452148,90.0066833496094,..,..,..,..,..,..,..,..,..,..,..,4.65162992477417,13.3727102279663
2018,Malta,MLT,14864712990.1631,11,..,..,..,..,18.4249897003174,82.1786727905273,30.1369705200195,98.9329223632813,22.1188697814941,45.2157211303711,6.64273977279663,0.491809993982315,..,..,..,..,..
2019,Malta,MLT,15215714309.0974,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Malta,MLT,11721521912.7202,11,94.0691986083984,86.0972595214844,75.3408203125,84.6710968017578,13.4876699447632,78.2185134887695,24.6765995025635,98.9275283813477,16.7845191955566,38.0723686218262,4.52152013778687,0.239959999918938,..,..,..,5.08445978164673,14.1685495376587
2020,Malta,MLT,14647384607.604,11,..,..,..,..,21.8410091400146,85.2380523681641,32.7306289672852,98.9688034057617,25.3355197906494,48.2728614807129,9.47515964508057,0.708400011062622,..,..,..,..,..
2020,Marshall Islands,MHL,244462400,13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.1667194366455
2019,Marshall Islands,MHL,239462200,13,100,100,100,100,..,..,..,..,..,..,..,..,..,..,..,9.61128997802734,15.0427398681641
2016,Marshall Islands,MHL,201510900,13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.6583995819092
2017,Marshall Islands,MHL,213204100,13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.5202102661133
2018,Marshall Islands,MHL,221588900,13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.0780096054077
2020,Mauritania,MRT,7913680231.1828,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.88659000396729,9.74505996704102
2016,Mauritania,MRT,6398744505.08129,9,..,..,..,..,..,..,..,..,..,..,..,..,55.90347,25.86476,17.73177,1.94405996799469,9.33061027526855
2019,Mauritania,MRT,7889662452.16785,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.89373004436493,10.2280197143555
2018,Mauritania,MRT,7354430040.11966,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Mauritania,MRT,6799075418.99441,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Mauritius,MUS,13259351418.4459,11,..,..,..,..,..,..,..,..,..,..,..,..,23.05301,63.08222,5.86204,5.02312994003296,20.3572006225586
2019,Mauritius,MUS,14045808843.221,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.71929979324341,18.676929473877
2018,Mauritius,MUS,14181951058.5129,11,..,..,..,..,..,..,..,..,..,..,..,..,22.82639,62.72406,6.42423,4.83458995819092,19.2743301391602
2016,Mauritius,MUS,12232463655.5727,11,..,..,..,..,..,..,..,..,..,..,..,..,21.64483,63.72382,6.35365,5.01359987258911,19.9624996185303
2020,Mauritius,MUS,10920606197.6928,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.60799980163574,16.1177597045898
2020,Mexico,MEX,1073915880822.5,14,..,..,..,..,17.1284694671631,65.845817565918,18.7714595794678,83.4685516357422,18.7714595794678,38.5605812072754,2.45360994338989,0.313980013132095,..,..,..,..,..
2018,Mexico,MEX,1222408203104.3,14,98.3831329345703,98.064323425293,96.6521301269531,97.8710403442383,16.0160598754883,63.2359199523926,16.4495906829834,82.7533721923828,16.4495906829834,35.6546287536621,1.51269996166229,0.0829700008034706,..,..,..,4.25442981719971,16.5778503417969
2017,Mexico,MEX,1158913035796.37,14,98.1293106079102,97.7174606323242,96.1540832519531,97.5841293334961,15.3742599487305,61.171070098877,15.8232803344727,81.4155807495117,15.8232803344727,34.1090507507324,1.44281995296478,0.0768100023269653,..,..,..,4.51821994781494,17.577299118042
2016,Mexico,MEX,1078490651625.31,14,97.8180618286133,97.0774765014648,93.8988265991211,96.6935806274414,14.7103900909424,59.7126693725586,15.1532297134399,80.1121597290039,15.1532297134399,33.2946891784668,1.3954199552536,0.0762600004673004,32.45208,32.94466,21.091,4.90681982040405,17.9393291473389
2019,Mexico,MEX,1269433932805.91,14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,"Micronesia, Fed. Sts.",FSM,410083600,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,"Micronesia, Fed. Sts.",FSM,366666800,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.4164199829102,19.1484508514404
2016,"Micronesia, Fed. Sts.",FSM,332265200,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.5126600265503,21.5847091674805
2018,"Micronesia, Fed. Sts.",FSM,401932300,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.69705009460449,17.1252899169922
2019,"Micronesia, Fed. Sts.",FSM,408057100,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.1073093414307
2016,Middle East & North Africa,MEA,3105138845524.55,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Middle East & North Africa,MEA,3225517205255.14,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.2559700012207,11.1960496902466
2020,Middle East & North Africa,MEA,3035580428041.81,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Middle East & North Africa,MEA,3406149805140.73,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.3443398475647
2018,Middle East & North Africa,MEA,3368284061892.69,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Middle East & North Africa (IDA & IBRD countries),TMN,1180179221398,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Middle East & North Africa (IDA & IBRD countries),TMN,1303939963622.84,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Middle East & North Africa (IDA & IBRD countries),TMN,1388491277724.43,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Middle East & North Africa (IDA & IBRD countries),TMN,1368561900925.74,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Middle East & North Africa (IDA & IBRD countries),TMN,1326402130261.11,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Middle East & North Africa (excluding high income),MNA,1320216563622.83,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.8001351356506
2016,Middle East & North Africa (excluding high income),MNA,1403896677724.43,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.21789014339447,..
2017,Middle East & North Africa (excluding high income),MNA,1384689900925.74,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.6357445716858
2019,Middle East & North Africa (excluding high income),MNA,1343535630261.11,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.1616148948669
2020,Middle East & North Africa (excluding high income),MNA,1195745981528.4,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Middle income,MIC,31771082836908,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.85898005962372,14.1593904495239
2018,Middle income,MIC,30985606994094.4,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.97974491119385,14.6950798034668
2016,Middle income,MIC,26558023228732.3,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.0267300605774,15.6049003601074
2020,Middle income,MIC,30535343464998.6,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Middle income,MIC,29186000510333.6,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.09102010726929,15.8756952285767
2016,Moldova,MDA,8071480540.86068,9,90.1853179931641,90.731201171875,96.2971725463867,91.2899017333984,..,..,..,..,..,..,..,..,22.51997,34.76254,16.22238,5.60844993591309,18.6216297149658
2019,Moldova,MDA,11970233939.8808,12,91.3580627441406,90.425910949707,93.2502517700195,91.0915222167969,20.0525398254395,96.9573364257813,..,99.4189605712891,34.1730499267578,74.5440521240234,1.5003399848938,0.166260004043579,..,..,..,6.10457992553711,19.4643802642822
2020,Moldova,MDA,11915547262.6561,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Moldova,MDA,11456728401.3069,12,88.3898315429688,87.4957962036133,92.3911895751953,88.3525390625,20.1230392456055,97.2897186279297,..,99.4423828125,33.5144195556641,75.2385177612305,1.11343002319336,0.145689994096756,23.33213,35.99677,11.90064,5.43973016738892,17.5677299499512
2017,Moldova,MDA,9669759987.02633,12,86.8863677978516,85.9831008911133,94.6464004516602,87.6871109008789,..,..,..,..,..,..,..,..,22.73416,35.32724,14.73902,5.6184401512146,18.4328308105469
2018,Monaco,MCO,7194024563.06094,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Monaco,MCO,6431314957.07185,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.45792996883392,6.98062992095947
2016,Monaco,MCO,6472990923.1791,11,86.7702178955078,93.2652435302734,..,89.3031463623047,..,..,..,..,..,..,..,..,12.70133,31.46299,..,1.37092995643616,6.59654998779297
2020,Monaco,MCO,6816219303.25528,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Monaco,MCO,7383745662.15157,11,93.192741394043,97.6398773193359,..,73.2929382324219,..,..,..,..,..,..,..,..,..,..,..,1.15266001224518,5.02927017211914
2020,Mongolia,MNG,13312981594.573,12,..,..,..,..,32.6043701171875,76.2942504882813,40.3534889221191,91.0292205810547,34.1467399597168,44.9507789611816,3.1380500793457,0.200440004467964,..,..,..,..,16.4238300323486
2018,Mongolia,MNG,13178094459.4548,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.17301988601685,20.4833507537842
2019,Mongolia,MNG,14206359006.8095,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.94088983535767,16.5341796875
2016,Mongolia,MNG,11181350461.4723,12,85.2835235595703,85.4881286621094,..,86.0299911499023,..,..,..,..,..,..,..,..,28.74937,28.262,10.96171,5.18061017990112,13.0631103515625
2017,Mongolia,MNG,11480847745.3187,12,89.3621826171875,90.2448120117188,41.3465194702148,91.1134567260742,..,..,..,..,..,..,..,..,32.2161,29.22618,6.40868,4.08859014511108,12.6456203460693
2019,Montenegro,MNE,5542674317.06225,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Montenegro,MNE,4769860740.74074,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Montenegro,MNE,5504166666.66667,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
