Year,Country Name,Country Code,GDP (current $),"Compulsory education, duration (years)","Current education expenditure, primary (% of total expenditure in primary public institutions)","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","Current education expenditure, total (% of total expenditure in public institutions)","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed primary, population 25+ years, total (%)","Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",Expenditure on primary education (% of government expenditure on education),Expenditure on secondary education (% of government expenditure on education),Expenditure on tertiary education (% of government expenditure on education),"Government expenditure on education, total (% of GDP)","Government expenditure on education, total (% of government expenditure)"
2018,Switzerland,CHE,735539301552.674,11,87.8935470581055,91.1758575439453,..,..,..,97.0852584838867,..,..,38.9819602966309,85.681770324707,19.9682102203369,2.93415999412537,..,..,..,4.86093997955322,15.5266599655151
2019,Switzerland,CHE,731767398052.879,11,..,..,..,..,..,97.1908187866211,..,..,39.6628494262695,86.6450271606445,20.1343402862549,2.96341991424561,..,..,..,..,..
2016,Switzerland,CHE,695600652899.283,11,87.7998962402344,..,89.6595916748047,89.4042816162109,..,96.8901824951172,..,..,36.6171913146973,84.5369110107422,18.9417095184326,2.90631008148193,28.94818,..,26.00316,4.92645978927612,15.3612403869629
2020,Switzerland,CHE,752248045730.11,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Switzerland,CHE,704478516963.855,11,87.9415893554688,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.9515700340271,15.4618196487427
2017,Syrian Arab Republic,SYR,16112991411.879,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Syrian Arab Republic,SYR,12356980638.8143,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Syrian Arab Republic,SYR,21490335085.8366,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Syrian Arab Republic,SYR,..,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Syrian Arab Republic,SYR,22777882165.1115,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Tajikistan,TJK,8300784856.87904,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.71290016174316,18.6575908660889
2018,Tajikistan,TJK,7765014424.33779,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.55836009979248,15.8886203765869
2016,Tajikistan,TJK,6992393787.40891,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.76367998123169,17.0383605957031
2020,Tajikistan,TJK,8194150301.78552,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.7720508575439
2017,Tajikistan,TJK,7536439875.08334,9,..,..,..,..,12.0083703994751,94.5381622314453,..,..,22.869930267334,80.6697616577148,10.9487400054932,..,..,..,..,5.83796977996826,18.141149520874
2018,Tanzania,TZA,57003713610.7625,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.69643998146057,20.504940032959
2020,Tanzania,TZA,62409709110.9538,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.10434007644653,..
2017,Tanzania,TZA,53320625958.5628,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.4305100440979,24.3965396881104
2016,Tanzania,TZA,49774021003.0748,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.10197019577026,..
2019,Tanzania,TZA,61136873692.3985,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.53498005867004,..
2019,Thailand,THA,544263840039.166,9,..,..,..,..,15.6279296875,49.5755195617676,..,71.2142715454102,20.3677501678467,35.2588500976563,2.12574005126953,0.0878299996256828,..,..,..,2.96898007392883,..
2020,Thailand,THA,501643653514.925,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.7713108062744
2017,Thailand,THA,456356961443.497,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.3557300567627,15.8385801315308
2018,Thailand,THA,506611070188.362,9,..,..,..,..,14.9390001296997,46.2370681762695,..,66.8461685180664,19.3189296722412,33.3059310913086,2.05562996864319,0.101020000874996,..,..,..,3.05677008628845,14.4872903823853
2016,Thailand,THA,413366150655.591,9,..,..,..,..,14.8099803924561,45.0704803466797,..,65.7432403564453,19.0673999786377,32.6746711730957,2.14081001281738,..,..,..,..,3.63752007484436,17.3190498352051
2017,Timor-Leste,TLS,1615609700,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.10610008239746,8.20582008361816
2020,Timor-Leste,TLS,1902156800,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Timor-Leste,TLS,1650618500,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.07843017578125,7.24691009521484
2018,Timor-Leste,TLS,1583876200,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.83091020584106,7.88128995895386
2019,Timor-Leste,TLS,2047931700,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Togo,TGO,6031632168.17391,10,99.2145309448242,96.9303665161133,90.3036193847656,97.5787811279297,..,..,..,..,..,..,..,..,64.06315,16.01789,17.9328,3.68649005889893,15.9913101196289
2019,Togo,TGO,7220395247.7424,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.96937990188599,..
2020,Togo,TGO,7574636978.66173,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Togo,TGO,6395472574.41445,10,..,..,99.5886764526367,..,..,..,..,..,..,..,..,..,..,..,17.74125,3.7605299949646,23.1400394439697
2018,Togo,TGO,7112200725.00232,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.04394006729126,21.7690906524658
2018,Tonga,TON,489235527.395387,15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.3729100227356,10.171199798584
2020,Tonga,TON,488829964.070819,15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.5281400680542
2017,Tonga,TON,460379144.989821,15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Tonga,TON,512350059.421629,15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.95963001251221,11.9278001785278
2016,Tonga,TON,420540178.571429,15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Trinidad and Tobago,TTO,23679919654.9891,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.2862401008606,9.7717399597168
2020,Trinidad and Tobago,TTO,21588037504.9992,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.37712955474854
2019,Trinidad and Tobago,TTO,23208326547.5327,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.56123995780945,10.6207799911499
2017,Trinidad and Tobago,TTO,22385426653.883,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.56126999855042,9.8869104385376
2016,Trinidad and Tobago,TTO,22386264807.3174,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.97192001342773,10.4340600967407
2020,Tunisia,TUN,41620349986.3089,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Tunisia,TUN,42163974956.4834,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Tunisia,TUN,41804581484.3655,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Tunisia,TUN,44360775649.1664,9,..,..,..,..,..,44.5907096862793,15.1578397750854,..,..,..,..,..,..,..,..,7.32434988021851,..
2018,Tunisia,TUN,42570270107.1147,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Turkey,TUR,761004425605.414,12,..,..,..,..,..,66.0219192504883,..,91.03515625,20.7643604278564,42.1706085205078,2.5780200958252,0.422910004854202,..,..,..,..,..
2020,Turkey,TUR,719954821683.31,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Turkey,TUR,858996263095.858,12,..,..,..,..,..,60.8933181762695,..,89.5014495849609,19.0878391265869,39.0266990661621,2.26333999633789,0.422719985246658,..,..,..,..,..
2018,Turkey,TUR,778471901665.148,12,88.9024200439453,85.9748916625977,84.2198486328125,..,..,..,..,..,..,..,..,..,..,..,..,4.29460000991821,12.4066696166992
2016,Turkey,TUR,869692960365.551,12,..,..,..,..,..,58.8644409179688,..,88.9477005004883,18.1570796966553,37.6567001342773,1.78507995605469,0.359059989452362,..,..,..,..,..
2016,Turkmenistan,TKM,36169428571.4286,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Turkmenistan,TKM,37926285714.2857,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Turkmenistan,TKM,40765428571.4286,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Turkmenistan,TKM,45231428571.4286,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.12065005302429,23.0102500915527
2020,Turkmenistan,TKM,..,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Turks and Caicos Islands,TCA,1113178000,13,100,82.2001800537109,..,81.1621932983398,..,..,..,..,..,..,..,..,19.40703,39.44894,24.43859,2.7437698841095,11.9410200119019
2017,Turks and Caicos Islands,TCA,1022365000,13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.97728991508484,12.0446901321411
2020,Turks and Caicos Islands,TCA,924583000,13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.6221303939819
2016,Turks and Caicos Islands,TCA,1032452000,13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.06549000740051,11.8375597000122
2019,Turks and Caicos Islands,TCA,1197415000,13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.48839998245239,12.1184597015381
2019,Tuvalu,TUV,47271463.3298575,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Tuvalu,TUV,40619251.9926426,8,80.51123046875,91.9600296020508,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Tuvalu,TUV,42588164.9731022,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Tuvalu,TUV,48855550.2030142,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Tuvalu,TUV,36547799.583705,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Uganda,UGA,30744473911.5312,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.26336002349854,12.8418197631836
2016,Uganda,UGA,29203988814.8973,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.14710998535156,11.7420501708984
2019,Uganda,UGA,35353060634.2022,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.64981007575989,..
2020,Uganda,UGA,37600368180.9399,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.01393008232117,..
2018,Uganda,UGA,32927025573.4296,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.13052010536194,11.2471799850464
2016,Ukraine,UKR,93355993628.5042,11,90.7168426513672,90.7168426513672,91.1188507080078,91.5894165039063,..,..,..,..,..,..,..,..,19.63951,27.88959,30.4587,5.00977993011475,12.3531198501587
2017,Ukraine,UKR,112090530368.543,11,90.7907791137695,90.7907791137695,94.0312194824219,92.2952117919922,..,..,..,..,..,..,..,..,21.67802,30.73296,24.99049,5.41226005554199,13.051420211792
2018,Ukraine,UKR,130891049796.879,11,92.4042282104492,92.2241287231445,94.5543594360352,93.3891677856445,..,..,..,..,..,..,..,..,..,..,..,5.31947994232178,12.7508296966553
2020,Ukraine,UKR,155498989149.587,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.8142499923706
2019,Ukraine,UKR,153882982016.281,11,92.4228286743164,92.4228286743164,93.6707382202148,93.5005035400391,..,..,..,..,..,..,..,..,..,..,..,5.43965005874634,13.1361598968506
2017,United Arab Emirates,ARE,385605506848.196,12,..,..,..,..,46.56201171875,78.9894409179688,52.5691299438477,88.431266784668,50.659969329834,67.1230316162109,8.31077003479004,0.681580007076263,..,..,..,..,..
2019,United Arab Emirates,ARE,417215559513.364,12,..,..,..,73.7670669555664,46.6314582824707,84.1677169799805,54.0927085876465,92.9965362548828,51.7651481628418,71.5237579345703,10.8046798706055,0.786239981651306,..,..,..,3.10269999504089,10.2676601409912
2018,United Arab Emirates,ARE,422215043594.282,12,..,..,..,..,47.2930297851563,82.8856201171875,55.465690612793,91.0054321289063,51.7846717834473,69.1401596069336,10.0739097595215,0.905449986457825,..,..,..,..,..
2020,United Arab Emirates,ARE,358868765174.924,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,United Arab Emirates,ARE,357045064669.843,12,..,..,..,..,31.6904792785645,70.7103881835938,43.4736099243164,82.9109878540039,34.8598899841309,53.0705108642578,15.6931295394897,2.53628993034363,..,..,..,..,..
2017,United Kingdom,GBR,2699016715111.39,11,97.4818420410156,97.4507064819336,..,97.4917297363281,33.9221305847168,99.7478179931641,..,100,44.0941696166992,77.1117324829102,11.9904203414917,1.0010199546814,..,..,..,5.44418001174927,13.7612800598145
2016,United Kingdom,GBR,2722851958486.23,11,97.7026977539063,97.7581634521484,..,97.6972198486328,..,..,..,..,..,..,..,..,32.32674,37.83738,25.61589,5.41894006729126,13.4486398696899
2019,United Kingdom,GBR,2878673912414.44,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,United Kingdom,GBR,2900791442554.06,11,97.6405029296875,97.7162628173828,..,97.6850814819336,..,..,..,..,..,..,..,..,..,..,..,5.23890018463135,13.3440799713135
2020,United Kingdom,GBR,2759804061837.07,11,..,..,..,..,37.2764701843262,99.8025970458984,..,100,47.2437782287598,79.9111328125,13.5756597518921,1.07942998409271,..,..,..,..,..
2016,United States,USA,18745075687000,12,91.4302597045898,91.4302597045898,95.3379135131836,..,33.4396896362305,95.5852432250977,..,98.8771133422852,43.5118789672852,89.0923614501953,12.6140098571777,1.85371994972229,..,..,..,..,..
2019,United States,USA,21433224697000,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,United States,USA,20611860934000,12,90.4928283691406,90.4928283691406,90.9182434082031,..,34.9924697875977,96.0293731689453,45.167911529541,99.0315322875977,45.167911529541,89.8053588867188,13.0503797531128,2.03264999389648,..,..,..,..,..
2017,United States,USA,19542979183000,12,90.9884033203125,90.9884033203125,90.2927169799805,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,United States,USA,20953030000000,12,..,..,..,..,37.5242881774902,96.4607696533203,..,99.055778503418,48.089168548584,90.9405212402344,14.1386003494263,2.08855009078979,..,..,..,..,..
2018,Upper middle income,UMC,23638682947940,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.09145987033844,14.3410797119141
2017,Upper middle income,UMC,21939479714731.7,10,..,..,94.6464004516602,94.8956985473633,..,..,..,..,..,..,..,..,..,..,..,3.93130993843079,14.4669103622437
2019,Upper middle income,UMC,24035310180476.7,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.88286006450653,14.1593904495239
2020,Upper middle income,UMC,23150665555175.7,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Upper middle income,UMC,19820564982787.2,10,..,..,..,94.0661315917969,..,..,..,..,..,..,..,..,..,..,19.09854,3.85050010681152,14.3856449127197
2017,Uruguay,URY,64233966861.2518,14,96.9618301391602,98.2725830078125,94.1431427001953,96.8151473999023,11.3356504440308,56.0314788818359,..,90.2842864990234,13.1665096282959,30.018440246582,1.90947997570038,..,23.12419,34.67528,24.79632,4.48583984375,14.9274196624756
2016,Uruguay,URY,57236652490.1699,14,95.5117721557617,97.5318374633789,93.267822265625,95.8936767578125,10.4640598297119,54.9455986022949,..,89.8695678710938,12.2462196350098,28.7478008270264,1.71984994411469,..,23.55671,34.00628,25.11407,4.38085985183716,14.7141799926758
2018,Uruguay,URY,64515038268.1373,14,96.3866882324219,98.0378265380859,93.6529006958008,96.3474578857422,11.4731798171997,56.8321418762207,..,91.1970977783203,13.317720413208,30.4411907196045,2.08136010169983,..,..,..,..,4.66279983520508,15.1925497055054
2020,Uruguay,URY,53628827440.3582,14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.3634796142578
2019,Uruguay,URY,61231149880.5857,14,96.5708465576172,98.0735092163086,92.7648086547852,92.9662322998047,11.8412799835205,57.6345405578613,..,91.3179779052734,13.6994800567627,31.5105800628662,2.11576008796692,..,..,..,..,4.68332004547119,15.0808000564575
2018,Uzbekistan,UZB,52633143808.1824,12,100,..,100,100,16.3034191131592,99.9048690795898,..,99.990592956543,63.8901710510254,96.1492462158203,..,..,..,..,..,5.90000009536743,..
2016,Uzbekistan,UZB,86138288615.1218,12,..,..,..,..,16.3175201416016,99.9035186767578,..,..,62.5079116821289,92.5646209716797,..,..,..,..,..,5.66772985458374,23.0903301239014
2017,Uzbekistan,UZB,62081323299.0324,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.2813401222229,22.5394592285156
2020,Uzbekistan,UZB,59929951114.3598,12,100,..,100,100,..,..,..,..,..,..,..,..,..,..,..,5.11241006851196,20.5356502532959
2019,Uzbekistan,UZB,59907674027.4676,12,..,..,..,..,16.4321002960205,99.9171905517578,..,..,69.1784515380859,96.6762924194336,..,..,..,..,..,7.00186014175415,..
2017,Vanuatu,VUT,880043553.748442,..,100,100,..,98.8063812255859,..,..,..,..,..,..,..,..,44.63634,32.89745,..,4.53353023529053,12.2079801559448
2020,Vanuatu,VUT,881547928.58381,..,99.9843521118164,99.9860610961914,99.2475509643555,99.4087600708008,..,..,..,..,..,..,..,..,..,..,..,2.3125,4.42809009552002
2019,Vanuatu,VUT,934521604.602009,..,99.9942779541016,100,100,99.6846084594727,..,..,..,..,..,..,..,..,..,..,..,1.78587996959686,4.67606019973755
2018,Vanuatu,VUT,914727908.137793,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Vanuatu,VUT,780889605.899977,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,"Venezuela, RB",VEN,..,17,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,"Venezuela, RB",VEN,..,17,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,"Venezuela, RB",VEN,..,17,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,"Venezuela, RB",VEN,..,14,99.2278213500977,99.2174987792969,..,..,25.1461696624756,74.4302291870117,35.4028282165527,92.7108764648438,34.2898902893066,61.9245986938477,1.0025600194931,..,..,..,..,1.19023001194,16.1861991882324
2017,"Venezuela, RB",VEN,..,17,95.3945617675781,95.7142486572266,..,..,..,..,..,..,..,..,..,..,..,..,..,1.34407997131348,23.8731307983398
2019,Vietnam,VNM,261921244843.172,10,..,..,..,..,10.2479000091553,65.3397903442383,..,88.6342315673828,13.5181303024292,31.9328708648682,0.714969992637634,0.0741100013256073,..,..,..,4.06197023391724,14.0295696258545
2018,Vietnam,VNM,245213686369.157,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.16744995117188,16.0908699035645
2016,Vietnam,VNM,205276172134.901,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.34481000900269,15.6049003601074
2017,Vietnam,VNM,223779865815.183,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.08553981781006,15.0934200286865
2020,Vietnam,VNM,271158442448.537,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.4071702957153
2019,Virgin Islands (U.S.),VIR,4068000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Virgin Islands (U.S.),VIR,3900000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Virgin Islands (U.S.),VIR,3794000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Virgin Islands (U.S.),VIR,3798000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,West Bank and Gaza,PSE,16128000000,10,..,..,..,97.7738723754883,18.0177192687988,62.0871505737305,..,93.8296737670898,24.3000297546387,40.6208381652832,1.798259973526,0.243320003151894,..,..,..,4.72153997421265,16.075439453125
2018,West Bank and Gaza,PSE,16276600000,10,..,..,..,..,19.0867595672607,64.2453689575195,..,94.5776824951172,25.8593196868896,42.6016883850098,1.70116996765137,0.255140006542206,..,..,..,5.31887006759644,17.7886600494385
2020,West Bank and Gaza,PSE,15561300000,10,..,..,..,..,21.7086906433105,67.7803726196289,..,95.3392028808594,28.8541393280029,45.9041709899902,1.9466700553894,0.269989997148514,..,..,..,..,..
2019,West Bank and Gaza,PSE,17133500000,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.7124500274658
2016,West Bank and Gaza,PSE,15405400000,10,..,..,..,95.1143112182617,17.5882797241211,61.1019897460938,..,93.6135711669922,23.6848602294922,39.6356086730957,1.55924999713898,0.210260003805161,..,..,..,4.98296022415161,16.9212608337402
2020,World,WLD,84746979120044.5,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,World,WLD,81193291658568.8,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.32823991775513,14.4997596740723
2019,World,WLD,87568054407493.1,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.66319990158081,..
2018,World,WLD,86267600625419.4,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.2557201385498,13.8275651931762
2016,World,WLD,76305058874647.8,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.1648051738739,13.971489906311
2018,"Yemen, Rep.",YEM,21606140907.4454,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,"Yemen, Rep.",YEM,..,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,"Yemen, Rep.",YEM,31317365269.4611,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,"Yemen, Rep.",YEM,..,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,"Yemen, Rep.",YEM,26840128755.3648,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Zambia,ZMB,20958412538.3093,7,99.4839782714844,82.6127777099609,56.225471496582,92.1531524658203,..,..,..,..,..,..,..,..,67.44895,19.72515,12.33514,3.74792003631592,15.4029703140259
2020,Zambia,ZMB,18110631358.3114,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.3780202865601
2019,Zambia,ZMB,23308667781.2258,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.46517992019653,15.2918701171875
2018,Zambia,ZMB,26311590296.7021,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.73973989486694,17.01243019104
2017,Zambia,ZMB,25873601260.8353,7,98.6407165527344,77.3413772583008,..,..,..,..,..,..,..,..,..,..,67.35112,23.32998,8.91604,3.72964000701904,14.8818302154541
2020,Zimbabwe,ZWE,18051170798.941,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Zimbabwe,ZWE,20548678100,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.47262001037598,23.5270805358887
2019,Zimbabwe,ZWE,19284289739.0517,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Zimbabwe,ZWE,17584890936.6523,7,..,..,..,..,3.25141000747681,64.9352264404297,..,82.4520263671875,9.41853046417236,12.2648897171021,0.621500015258789,0.0367499999701977,..,..,..,5.3810601234436,20.8742008209229
