,Country Name,Country Code,Year,Control of Corruption Score,Government Effectiveness Score,Political Stability Score,Regulatory Quality Score,Rule of Law Score,Free Speech Score,Weighted Governance
931,Syrian Arab Republic,SYR,2017,-1.562064,-1.76965,-2.620819,-1.827085,-2.092132,-1.969529,-41.961085
932,Syrian Arab Republic,SYR,2018,-1.624953,-1.674355,-2.743687,-1.737641,-2.047781,-1.970162,-41.804677000000005
933,Syrian Arab Republic,SYR,2019,-1.687623,-1.711438,-2.729881,-1.758002,-2.076591,-1.993847,-42.258767
934,Syrian Arab Republic,SYR,2020,-1.71257,-1.729342,-2.731418,-1.86165,-2.072158,-1.93447,-42.526066
935,"Taiwan, China",TWN,2016,0.8802445,1.361005,0.9256644,1.28786,1.141401,1.00935,23.182962599999996
936,"Taiwan, China",TWN,2017,0.9674955,1.266099,0.8647215,1.372124,1.141149,1.01574,23.288383
937,"Taiwan, China",TWN,2018,1.028268,1.36093,0.8462771,1.381821,1.112381,0.9454338,23.2185232
938,"Taiwan, China",TWN,2019,1.052174,1.43642,0.7884589,1.402878,1.141316,0.9778342,23.590154800000004
939,"Taiwan, China",TWN,2020,1.156046,1.585903,0.7660569,1.370848,1.270575,1.102084,24.8713476
940,Tajikistan,TJK,2016,-1.14638,-1.026927,-0.7777599,-1.093137,-1.148247,-1.689523,-25.235650600000003
941,Tajikistan,TJK,2017,-1.331715,-1.107547,-0.6735291,-1.058203,-1.349738,-1.721339,-25.648974399999997
942,Tajikistan,TJK,2018,-1.405362,-1.093717,-0.7474654,-1.047202,-1.278814,-1.701238,-25.803988600000004
943,Tajikistan,TJK,2019,-1.320806,-1.048751,-0.5208747,-1.01063,-1.227982,-1.796872,-24.9337278
944,Tajikistan,TJK,2020,-1.320146,-0.7100464,-0.5178772,-1.017401,-1.217985,-1.783667,-23.848931999999998
945,Tanzania,TZA,2016,-0.5067786,-0.5457509,-0.4409948,-0.4353084,-0.3768395,-0.2219924,-8.300125000000001
946,Tanzania,TZA,2017,-0.462876,-0.6317972,-0.5619287,-0.5779683,-0.4476728,-0.2773875,-10.070697699999998
947,Tanzania,TZA,2018,-0.4415197,-0.7537562,-0.570935,-0.6239105,-0.554099,-0.3867174,-11.422003900000002
948,Tanzania,TZA,2019,-0.4008237,-0.8793442,-0.3735242,-0.6408716,-0.5778359,-0.5248889,-11.8653041
949,Tanzania,TZA,2020,-0.3900995,-0.7727987,-0.4095079,-0.657513,-0.6031871,-0.7138085,-12.910229799999998
950,Thailand,THA,2016,-0.3888684,0.3417524,-0.9885814,0.1680702,-0.0049648,-1.023132,-9.010210999999998
951,Thailand,THA,2017,-0.3881467,0.3820223,-0.7528449,0.1410585,0.0373115,-1.045534,-8.1722061
952,Thailand,THA,2018,-0.3968431,0.3478801,-0.7996719,0.1023715,0.0227488,-1.022456,-8.5488632
953,Thailand,THA,2019,-0.4113744,0.3565671,-0.4836834,0.1164975,0.1031694,-0.8468075,-6.082969200000001
954,Thailand,THA,2020,-0.4222212,0.3007005,-0.6245449,0.1833952,0.1213088,-0.8098914,-6.2615841
955,Timor-Leste,TLS,2016,-0.510558,-1.014373,-0.0105038,-0.9773058,-1.158385,0.2208168,-8.8262634
956,Timor-Leste,TLS,2017,-0.543368,-0.9976667,0.0715113,-0.7369812,-1.162094,0.3432258,-6.5813361
957,Timor-Leste,TLS,2018,-0.4615829,-0.9660568,0.2340893,-0.791912,-1.127586,0.3135072,-6.0910818
958,Timor-Leste,TLS,2019,-0.3830416,-0.8858545,0.2336398,-0.7848517,-1.11124,0.3573884,-5.3802556
959,Timor-Leste,TLS,2020,-0.3236951,-0.80157,0.177466,-0.7758869,-1.172515,0.3716898,-5.1640469
960,Togo,TGO,2016,-0.6772624,-1.068596,-0.1723536,-0.7933024,-0.6337274,-0.544174,-13.1150106
961,Togo,TGO,2017,-0.7149166,-1.122198,-0.882036,-0.7883667,-0.715842,-0.6237714,-16.7248751
962,Togo,TGO,2018,-0.7347275,-1.052646,-0.8939125,-0.6510134,-0.5895712,-0.7636091,-16.6293358
963,Togo,TGO,2019,-0.7546404,-0.9173684,-0.9195643,-0.6785822,-0.588656,-0.7409773,-16.367074
964,Togo,TGO,2020,-0.7368346,-0.690933,-0.9249914,-0.5908297,-0.6609387,-0.7467294,-15.3418974
965,Tonga,TON,2016,-0.4450608,-0.2822334,0.917815,-0.4052489,0.2584811,0.6427538,4.0231976
966,Tonga,TON,2017,-0.182631,-0.2221107,0.7902956,-0.3959075,0.2669213,0.6030468,4.0352529
967,Tonga,TON,2018,-0.0714803,0.1503263,0.8651862,-0.3497502,0.384106,0.6459597,6.2798763
968,Tonga,TON,2019,-0.3470466,0.1606909,1.032307,-0.3276921,0.460519,0.6330363,6.5374837999999995
969,Tonga,TON,2020,-0.3533451,0.1563914,1.019067,-0.3949929,0.4389693,0.6396024,6.140371200000001
970,Trinidad and Tobago,TTO,2016,-0.2401665,0.227521,0.286352,0.0867226,-0.1541808,0.5585466,4.9783498
971,Trinidad and Tobago,TTO,2017,-0.3288649,0.2087561,0.2765044,0.1222486,-0.0867845,0.5548863,4.928332399999999
972,Trinidad and Tobago,TTO,2018,-0.3162641,0.1942115,0.2376814,-0.1057298,-0.120081,0.5374645,3.4768889
973,Trinidad and Tobago,TTO,2019,-0.2034451,0.0991704,0.1008337,-0.1511111,-0.1198971,0.598372,3.0087352000000007
974,Trinidad and Tobago,TTO,2020,-0.1149029,0.1799108,0.1775635,-0.1389572,-0.1256215,0.6444309,4.066358499999999
975,Tunisia,TUN,2016,-0.1347428,-0.2291936,-1.141327,-0.4700933,-0.0031901,0.3045838,-6.048528200000001
976,Tunisia,TUN,2017,-0.1285137,-0.0985326,-1.024682,-0.3971246,0.0586774,0.1625191,-5.603184200000001
977,Tunisia,TUN,2018,-0.0553238,-0.103091,-0.8688817,-0.5147808,0.0387995,0.183877,-5.327289900000001
978,Tunisia,TUN,2019,-0.0855062,-0.1029492,-0.8699231,-0.4374437,0.0624796,0.256517,-4.5451893000000005
979,Tunisia,TUN,2020,-0.0680283,-0.2039159,-0.6339517,-0.3649223,0.1375134,0.2730745,-3.3322621999999997
980,Turkey,TUR,2016,-0.1914557,0.0482446,-2.009063,0.1961425,-0.2087604,-0.6071846,-11.145585099999998
981,Turkey,TUR,2017,-0.1944939,0.0732635,-1.788514,0.0358436,-0.2548287,-0.7058599,-11.6340234
982,Turkey,TUR,2018,-0.3298205,0.0062523,-1.318893,0.0151102,-0.3175219,-0.851069,-11.264841
983,Turkey,TUR,2019,-0.3082614,0.0478893,-1.371728,-0.007641,-0.2826563,-0.8342999,-11.286427599999998
984,Turkey,TUR,2020,-0.3407802,-0.0440451,-1.18776,-0.0106597,-0.3586216,-0.8616992,-11.146851
985,Turkmenistan,TKM,2016,-1.518446,-1.126665,-0.1896925,-2.090988,-1.490112,-2.170843,-32.145767000000006
986,Turkmenistan,TKM,2017,-1.475602,-1.214653,-0.1259023,-1.996331,-1.481706,-2.159949,-31.5218272
987,Turkmenistan,TKM,2018,-1.499961,-1.282505,-0.0128366,-2.003166,-1.465324,-2.154146,-31.3048134
988,Turkmenistan,TKM,2019,-1.510924,-1.157497,-0.1852784,-1.956706,-1.415011,-2.185215,-31.545283599999998
989,Turkmenistan,TKM,2020,-1.542138,-1.157503,-0.2890817,-1.992943,-1.406723,-2.032845,-31.281619799999998
990,Tuvalu,TUV,2016,0.030646,-0.9257045,1.413419,-0.5901173,0.4657974,1.0818,6.9438654
991,Tuvalu,TUV,2017,0.035612,-0.74608,1.241721,-0.7858735,0.5117167,1.080547,5.8654992
992,Tuvalu,TUV,2018,0.0284043,-0.6643421,1.417627,-0.5861989,0.5117694,1.112811,7.991931200000002
993,Tuvalu,TUV,2019,0.4090157,-0.6488501,1.196917,-0.5577604,0.4823242,1.19603,8.5288513
994,Tuvalu,TUV,2020,0.4863857,-0.6513966,1.182583,-0.49174,0.5269589,1.175454,8.869896499999998
995,Uganda,UGA,2016,-1.05659,-0.5713909,-0.7153227,-0.2131466,-0.2512983,-0.6466277,-11.885441
996,Uganda,UGA,2017,-1.041349,-0.5780125,-0.5716293,-0.2214996,-0.2994136,-0.5872341,-11.033568899999999
997,Uganda,UGA,2018,-1.033392,-0.6044363,-0.7025623,-0.2517202,-0.2933208,-0.6859795,-12.3581409
998,Uganda,UGA,2019,-1.169366,-0.5854658,-0.6912174,-0.3742837,-0.314339,-0.644358,-12.911904500000002
999,Uganda,UGA,2020,-1.053661,-0.576944,-0.7804492,-0.4310607,-0.3288864,-0.7161818,-13.7412315
1000,Ukraine,UKR,2016,-0.8139601,-0.572417,-1.85648,-0.4295344,-0.7664844,0.0017648,-13.6746588
1001,Ukraine,UKR,2017,-0.7848897,-0.4571084,-1.870538,-0.3201192,-0.7120072,0.0148713,-12.646632
1002,Ukraine,UKR,2018,-0.8676912,-0.413667,-1.869737,-0.3001162,-0.7160582,-0.0377799,-12.89865
1003,Ukraine,UKR,2019,-0.7559236,-0.297047,-1.423576,-0.2592331,-0.6982756,0.0238899,-9.948393900000001
1004,Ukraine,UKR,2020,-0.7841346,-0.3556524,-1.164059,-0.2958482,-0.6700379,0.0883247,-8.910793100000001
1005,United Arab Emirates,ARE,2016,1.171737,1.415485,0.5647489,0.9725956,0.849066,-1.050371,8.258742600000001
1006,United Arab Emirates,ARE,2017,1.136438,1.418191,0.6186414,1.015221,0.8007955,-1.096847,8.2978331
1007,United Arab Emirates,ARE,2018,1.152078,1.429931,0.7049762,0.9302903,0.8065467,-1.126925,8.110302
1008,United Arab Emirates,ARE,2019,1.106673,1.376891,0.6856085,0.979414,0.840346,-1.140149,7.982975
1009,United Arab Emirates,ARE,2020,1.114396,1.325503,0.6264683,1.083404,0.9169419,-1.184305,7.9393061000000005
1010,United Kingdom,GBR,2016,1.895578,1.609554,0.3604541,1.760709,1.678407,1.295399,28.3159804
1011,United Kingdom,GBR,2017,1.860195,1.469662,0.3861579,1.717483,1.686237,1.36325,28.1271596
1012,United Kingdom,GBR,2018,1.844666,1.398906,0.0797425,1.777152,1.642386,1.369487,26.950088
1013,United Kingdom,GBR,2019,1.785975,1.482738,0.5397319,1.625986,1.606702,1.261399,27.484117599999998
1014,United Kingdom,GBR,2020,1.692274,1.376632,0.4743571,1.481055,1.496935,1.246781,25.7947684
1015,United States,USA,2016,1.373549,1.47634,0.4023029,1.497076,1.618124,1.110259,24.5503876
1016,United States,USA,2017,1.384251,1.557018,0.2918175,1.631051,1.649322,1.008988,24.465331000000003
1017,United States,USA,2018,1.328869,1.575724,0.4214178,1.620526,1.514515,0.9763639,24.545909599999998
1018,United States,USA,2019,1.215634,1.488845,0.1349753,1.345472,1.46136,0.903805,21.049254199999996
1019,United States,USA,2020,1.068838,1.318942,-0.0220327,1.244659,1.368086,0.8689369,18.811373600000003
1020,Uruguay,URY,2016,1.267522,0.5738663,1.06258,0.4894556,0.63039,1.163035,18.5628409
1021,Uruguay,URY,2017,1.282488,0.4895089,1.05078,0.4764564,0.5833325,1.167399,18.206631200000004
1022,Uruguay,URY,2018,1.254706,0.5553762,1.034957,0.5067634,0.59304,1.18045,18.5249256
1023,Uruguay,URY,2019,1.250806,0.6949803,1.038879,0.5082366,0.6217154,1.227342,19.2690193
1024,Uruguay,URY,2020,1.422945,0.7818888,1.050673,0.582089,0.6786591,1.314993,20.8733105
1025,Uzbekistan,UZB,2016,-1.168731,-0.5774477,-0.2725707,-1.619923,-1.107054,-1.886858,-25.687904900000003
1026,Uzbekistan,UZB,2017,-1.157735,-0.5541742,-0.2378505,-1.258372,-1.106031,-1.79736,-23.111445600000003
1027,Uzbekistan,UZB,2018,-1.061625,-0.54734,-0.2958072,-1.082762,-1.069353,-1.630072,-21.212093799999995
1028,Uzbekistan,UZB,2019,-1.025923,-0.5141267,-0.2848197,-0.9922252,-1.048056,-1.653185,-20.6617969
1029,Uzbekistan,UZB,2020,-1.050585,-0.507029,-0.4365745,-0.9449065,-1.062817,-1.537607,-20.3815465
1030,Vanuatu,VUT,2016,-0.0958526,-0.8800073,0.5131139,-0.2931163,0.3382198,0.664171,2.0783927999999996
1031,Vanuatu,VUT,2017,-0.0056426,-0.8916905,0.701278,-0.330114,0.445055,0.6946404,3.0810827000000005
1032,Vanuatu,VUT,2018,-0.1547132,-0.4783626,0.9404865,-0.468573,0.3248068,0.5985762,3.5908307999999995
1033,Vanuatu,VUT,2019,-0.2589588,-0.5476381,1.021924,-0.4605931,0.1790091,0.6803695,3.8851247
1034,Vanuatu,VUT,2020,-0.148917,-0.4613378,0.8966386,-0.4296038,0.2397133,0.6093988,3.6527941
1035,"Venezuela, RB",VEN,2016,-1.353657,-1.28576,-1.024604,-1.996754,-2.241467,-1.135475,-29.701097
1036,"Venezuela, RB",VEN,2017,-1.370064,-1.423879,-1.272082,-1.976389,-2.236806,-1.207137,-31.461666
1037,"Venezuela, RB",VEN,2018,-1.466074,-1.584651,-1.351146,-2.363184,-2.32277,-1.43481,-35.838235
1038,"Venezuela, RB",VEN,2019,-1.486213,-1.658469,-1.536778,-2.359256,-2.320636,-1.428393,-36.782219000000005
1039,"Venezuela, RB",VEN,2020,-1.560315,-1.780275,-1.517866,-2.234419,-2.346105,-1.506591,-37.090665
1040,Vietnam,VNM,2016,-0.452351,0.0194756,0.2335919,-0.4537929,0.0752823,-1.373433,-10.3461878
1041,Vietnam,VNM,2017,-0.5843227,0.0056701,0.2302038,-0.397156,0.0623794,-1.41114,-10.6210605
1042,Vietnam,VNM,2018,-0.4807368,-0.0013799,0.0585088,-0.3494396,-0.0036924,-1.476469,-11.3412825
1043,Vietnam,VNM,2019,-0.5156115,0.0383097,0.0254956,-0.2619721,-0.0165804,-1.405681,-10.5748384
1044,Vietnam,VNM,2020,-0.3527095,0.2003077,-0.0734304,-0.1479097,-0.133932,-1.38047,-9.554518
1045,Virgin Islands (U.S.),VIR,2016,0.6408444,1.328458,0.9996701,0.8714429,0.6279145,0.0,14.2508722
1046,Virgin Islands (U.S.),VIR,2017,0.6463867,0.8380581,1.001911,0.844159,0.6295806,0.0,12.6649673
1047,Virgin Islands (U.S.),VIR,2018,0.6324254,0.828413,0.9761723,0.8234454,1.12029,0.0,12.892296
1048,Virgin Islands (U.S.),VIR,2019,0.6253356,0.8155248,1.065074,1.228282,1.090441,0.0,15.1893926
1049,Virgin Islands (U.S.),VIR,2020,0.0432235,0.6968508,1.014357,1.339709,0.9411238,0.0,13.8740962
1050,West Bank and Gaza,PSE,2016,-0.1493691,-0.6355624,-1.976399,0.0646446,-0.3436688,-1.094825,-16.700417199999997
1051,West Bank and Gaza,PSE,2017,-0.0260317,-0.4007473,-1.659977,0.0243386,-0.4145908,-1.031764,-14.377695099999999
1052,West Bank and Gaza,PSE,2018,-0.1942769,-0.7635407,-1.816336,0.0187009,-0.4836262,-0.9207923,-15.8593954
1053,West Bank and Gaza,PSE,2019,-0.325643,-0.7442973,-1.89529,0.0338395,-0.4856505,-1.026851,-16.942896899999997
1054,West Bank and Gaza,PSE,2020,-0.5501393,-0.6438217,-2.047813,0.0797941,-0.4614059,-0.8260218,-16.2415619
1055,"Yemen, Rep.",YEM,2016,-1.663544,-1.825005,-2.794877,-1.479931,-1.645298,-1.69023,-39.16794399999999
1056,"Yemen, Rep.",YEM,2017,-1.589451,-1.909074,-2.942443,-1.447332,-1.742034,-1.6911,-39.80119
1057,"Yemen, Rep.",YEM,2018,-1.626299,-2.230443,-3.005906,-1.587908,-1.787354,-1.762169,-42.267459
1058,"Yemen, Rep.",YEM,2019,-1.680965,-2.279256,-2.77083,-1.663773,-1.773752,-1.781011,-42.061701
1059,"Yemen, Rep.",YEM,2020,-1.679567,-2.307661,-2.671682,-1.799907,-1.776561,-1.767067,-42.347343
1060,Zambia,ZMB,2016,-0.401749,-0.6601837,0.142808,-0.4835931,-0.3005686,-0.2990198,-6.7254700000000005
1061,Zambia,ZMB,2017,-0.5437551,-0.626419,0.1462433,-0.4650216,-0.3283733,-0.334271,-7.040901300000001
1062,Zambia,ZMB,2018,-0.6507198,-0.5570719,0.0856044,-0.4833411,-0.3453153,-0.3423163,-7.446156300000001
1063,Zambia,ZMB,2019,-0.6445261,-0.6755785,-0.1138469,-0.5538131,-0.4619572,-0.3083472,-8.8522812
1064,Zambia,ZMB,2020,-0.704854,-0.7679108,-0.1281891,-0.6198913,-0.6225151,-0.4306399,-10.532007799999999
1065,Zimbabwe,ZWE,2016,-1.259222,-1.158399,-0.6199379,-1.72011,-1.368501,-1.177471,-25.5072696
1066,Zimbabwe,ZWE,2017,-1.271278,-1.182262,-0.7087693,-1.561047,-1.373646,-1.195013,-25.273378200000003
1067,Zimbabwe,ZWE,2018,-1.230871,-1.19821,-0.7227737,-1.504843,-1.272543,-1.140979,-24.5900988
1068,Zimbabwe,ZWE,2019,-1.236825,-1.20482,-0.9597493,-1.46259,-1.257262,-1.159892,-25.456671200000002
1069,Zimbabwe,ZWE,2020,-1.25314,-1.250607,-1.080208,-1.422032,-1.274851,-1.121479,-25.692817999999995
